player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Wendell Carter Jr,player_threes,0.5,260,draftkings,0.27777777777777785,11:54:35 PM ET,205,bovada,0.32786885245901637,11:53:35 PM ET,0.6056466302367942,65.11278195488721,True,45.86,54.14,165.1,165.13,65.1,100.0,"Bet $45.86 Over @ draftkings, $54.14 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,2,1.2325565833333334,2.2325565833333334,2.2325565833333334,True,bovada,2025-12-22 23:55:48 ET
Santi Aldama,player_threes,1.5,410,fanduel,0.19607843137254904,11:49:31 PM ET,115,bovada,0.46511627906976744,11:55:09 PM ET,0.6611947104423165,51.241379310344826,True,29.66,70.34,151.27,151.23,51.23,100.0,"Bet $29.66 Over @ fanduel, $70.34 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,6.29922325,0.6658899166666666,6.29922325,True,fanduel,2025-12-22 23:55:48 ET
Jimmy Butler,player_assists,3.5,152,fanduel,0.39682539682539675,11:53:43 PM ET,185,bovada,0.3508771929824561,11:53:35 PM ET,0.7477025898078529,33.74301675977656,True,53.07,46.93,133.74,133.75,33.74,100.0,"Bet $53.07 Over @ fanduel, $46.93 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,5,2.09922325,2.2325565833333334,2.2325565833333334,True,"fanduel, bovada",2025-12-22 23:55:48 ET
Caris LeVert,player_threes,0.5,130,draftkings,0.43478260869565216,11:47:26 PM ET,205,bovada,0.32786885245901637,11:49:40 PM ET,0.7626514611546685,31.1214953271028,True,57.01,42.99,131.12,131.12,31.12,100.0,"Bet $57.01 Over @ draftkings, $42.99 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,2,8.382556583333333,6.14922325,8.382556583333333,True,"draftkings, bovada",2025-12-22 23:55:48 ET
Jaren Jackson Jr,player_threes,1.5,350,draftkings,0.2222222222222222,11:41:30 PM ET,-135,bovada,0.574468085106383,11:55:09 PM ET,0.7966903073286052,25.519287833827885,True,27.89,72.11,125.5,125.52,25.5,100.0,"Bet $27.89 Over @ draftkings, $72.11 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,14.315889916666666,0.6658899166666666,14.315889916666666,True,draftkings,2025-12-22 23:55:48 ET
Draymond Green,player_points,10.5,175,bovada,0.3636363636363637,11:53:35 PM ET,124,draftkings,0.44642857142857145,11:54:35 PM ET,0.8100649350649352,23.446893787575142,True,44.89,55.11,123.45,123.45,23.45,100.0,"Bet $44.89 Over @ bovada, $55.11 Under @ draftkings",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,2,2.2325565833333334,1.2325565833333334,2.2325565833333334,True,bovada,2025-12-22 23:55:48 ET
Deni Avdija,player_threes,1.5,120,draftkings,0.4545454545454545,11:47:26 PM ET,175,bovada,0.36363636363636365,11:49:40 PM ET,0.8181818181818181,22.222222222222232,True,55.56,44.44,122.23,122.21,22.21,100.0,"Bet $55.56 Over @ draftkings, $44.44 Under @ bovada",Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:11:49Z,True,2,8.382556583333333,6.14922325,8.382556583333333,True,"draftkings, bovada",2025-12-22 23:55:48 ET
Cam Spencer,player_points,14.5,164,fanduel,0.3787878787878788,11:51:47 PM ET,100,bovada,0.5,11:55:09 PM ET,0.8787878787878788,13.793103448275868,True,43.1,56.9,113.78,113.8,13.78,100.0,"Bet $43.10 Over @ fanduel, $56.90 Under @ bovada",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,4.032556583333333,0.6658899166666666,4.032556583333333,True,fanduel,2025-12-22 23:55:48 ET
Wendell Carter Jr,player_points,10.5,104,fanduel,0.4901960784313725,11:53:43 PM ET,150,bovada,0.4,11:53:35 PM ET,0.8901960784313725,12.334801762114544,True,55.07,44.93,112.34,112.32,12.33,100.0,"Bet $55.07 Over @ fanduel, $44.93 Under @ bovada",Orlando Magic @ Golden State Warriors,2025-12-23T03:10:39Z,True,3,2.09922325,2.2325565833333334,2.2325565833333334,True,"fanduel, bovada",2025-12-22 23:55:48 ET
Jalen Williams,player_rebounds,6.5,145,bovada,0.40816326530612246,11:55:09 PM ET,100,draftkings,0.5,11:46:52 PM ET,0.9081632653061225,10.1123595505618,True,44.94,55.06,110.1,110.12,10.1,100.0,"Bet $44.94 Over @ bovada, $55.06 Under @ draftkings",Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:42:56Z,True,2,0.6658899166666666,8.94922325,8.94922325,True,draftkings,2025-12-22 23:55:48 ET
