player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
OG Anunoby,player_threes,2.5,170,bovada,0.37037037037037035,100,fanduel,0.5,0.8703703703703703,14.893617021276606,True,42.55,57.45,114.88,114.9,14.89,100.0,"Bet $42.55 Over @ bovada, $57.45 Under @ fanduel",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Mikal Bridges,player_threes,1.5,110,draftkings,0.47619047619047616,145,bovada,0.40816326530612246,0.8843537414965986,13.076923076923075,True,53.85,46.15,113.08,113.07,13.07,100.0,"Bet $53.85 Over @ draftkings, $46.15 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Jalen Brunson,player_threes,2.5,138,williamhill_us,0.42016806722689076,115,bovada,0.46511627906976744,0.8852843462966582,12.958057395143484,True,47.46,52.54,112.95,112.96,12.95,100.0,"Bet $47.46 Over @ williamhill_us, $52.54 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Karl-Anthony Towns,player_threes,1.5,126,fanduel,0.44247787610619477,120,bovada,0.45454545454545453,0.8970233306516493,11.479820627802685,True,49.33,50.67,111.49,111.47,11.47,100.0,"Bet $49.33 Over @ fanduel, $50.67 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Josh Hart,player_threes,1.5,174,fanduel,0.36496350364963503,-115,bovada,0.5348837209302325,0.8998472245798675,11.129975476325239,True,40.56,59.44,111.13,111.13,11.13,100.0,"Bet $40.56 Over @ fanduel, $59.44 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Jalen Suggs,player_steals,1.5,135,draftkings,0.42553191489361697,100,bovada,0.5,0.925531914893617,8.045977011494255,True,45.98,54.02,108.05,108.04,8.04,100.0,"Bet $45.98 Over @ draftkings, $54.02 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Tristan da Silva,player_threes,1.5,180,draftkings,0.3571428571428572,-135,bovada,0.574468085106383,0.9316109422492402,7.340946166394757,True,38.34,61.66,107.35,107.33,7.33,100.0,"Bet $38.34 Over @ draftkings, $61.66 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Paolo Banchero,player_threes,1.5,165,draftkings,0.37735849056603776,-130,bovada,0.5652173913043478,0.9425758818703855,6.092254134029584,True,40.03,59.97,106.08,106.1,6.08,100.0,"Bet $40.03 Over @ draftkings, $59.97 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,4
Josh Hart,player_rebounds,7.5,120,draftkings,0.45454545454545453,103,williamhill_us,0.49261083743842365,0.9471562919838782,5.579196217494098,True,47.99,52.01,105.58,105.58,5.58,100.0,"Bet $47.99 Over @ draftkings, $52.01 Under @ williamhill_us",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
OG Anunoby,player_steals,1.5,140,draftkings,0.41666666666666674,-120,bovada,0.5454545454545454,0.9621212121212122,3.937007874015741,True,43.31,56.69,103.94,103.93,3.93,100.0,"Bet $43.31 Over @ draftkings, $56.69 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Chet Holmgren,player_blocks,1.5,125,bovada,0.4444444444444444,-108,fanduel,0.5192307692307693,0.9636752136752137,3.7694013303769314,True,46.12,53.88,103.77,103.77,3.77,100.0,"Bet $46.12 Over @ bovada, $53.88 Under @ fanduel",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,4
Goga Bitadze,player_rebounds,4.5,100,draftkings,0.5,112,fanduel,0.4716981132075472,0.9716981132075472,2.9126213592232997,True,51.46,48.54,102.92,102.9,2.9,100.0,"Bet $51.46 Over @ draftkings, $48.54 Under @ fanduel",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Mikal Bridges,player_steals,1.5,150,draftkings,0.4,-135,bovada,0.574468085106383,0.974468085106383,2.6200873362445254,True,41.05,58.95,102.62,102.62,2.62,100.0,"Bet $41.05 Over @ draftkings, $58.95 Under @ bovada",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Desmond Bane,player_threes,2.5,-115,draftkings,0.5348837209302326,124,fanduel,0.44642857142857145,0.981312292358804,1.904358865848499,True,54.51,45.49,101.91,101.9,1.9,100.0,"Bet $54.51 Over @ draftkings, $45.49 Under @ fanduel",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Wendell Carter Jr,player_rebounds,6.5,-104,fanduel,0.5098039215686274,110,draftkings,0.47619047619047616,0.9859943977591036,1.4204545454545414,True,51.7,48.3,101.41,101.43,1.41,100.0,"Bet $51.70 Over @ fanduel, $48.30 Under @ draftkings",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Victor Wembanyama,player_threes,1.5,104,fanduel,0.4901960784313726,100,bovada,0.5,0.9901960784313726,0.990099009900991,True,49.5,50.5,100.98,101.0,0.98,100.0,"Bet $49.50 Over @ fanduel, $50.50 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,7
Wendell Carter Jr,player_threes,1.5,108,fanduel,0.48076923076923084,-105,draftkings,0.5121951219512195,0.9929643527204504,0.7085498346717012,True,48.42,51.58,100.71,100.7,0.7,100.0,"Bet $48.42 Over @ fanduel, $51.58 Under @ draftkings",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,2
Jalen Suggs,player_assists,6.5,128,fanduel,0.4385964912280702,-125,draftkings,0.5555555555555556,0.9941520467836258,0.588235294117645,True,44.12,55.88,100.59,100.58,0.58,100.0,"Bet $44.12 Over @ fanduel, $55.88 Under @ draftkings",New York Knicks @ Orlando Magic,2025-12-13T22:43:00Z,3
Victor Wembanyama,player_blocks,2.5,102,fanduel,0.49504950495049505,100,bovada,0.5,0.995049504950495,0.4975124378109541,True,49.75,50.25,100.5,100.5,0.5,100.0,"Bet $49.75 Over @ fanduel, $50.25 Under @ bovada",San Antonio Spurs @ Oklahoma City Thunder,2025-12-14T02:00:00Z,4
