player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Payton Pritchard,player_threes,2.5,170,draftkings,0.37037037037037035,170,bovada,0.37037037037037035,0.7407407407407407,35.00000000000001,True,50.0,50.0,135.0,135.0,35.0,100.0,"Bet $50.00 Over @ draftkings, $50.00 Under @ bovada",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,4
Davion Mitchell,player_points,11.5,205,bovada,0.3278688524590164,132,fanduel,0.43103448275862066,0.7589033352176371,31.769087523277474,True,43.2,56.8,131.76,131.78,31.76,100.0,"Bet $43.20 Over @ bovada, $56.80 Under @ fanduel",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Jaylen Brown,player_rebounds,7.5,190,bovada,0.3448275862068965,135,draftkings,0.425531914893617,0.7703595011005135,29.809523809523817,True,44.76,55.24,129.8,129.81,29.8,100.0,"Bet $44.76 Over @ bovada, $55.24 Under @ draftkings",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,2
Scottie Barnes,player_assists,5.5,115,bovada,0.4651162790697674,172,fanduel,0.36764705882352944,0.8327633378932968,20.082135523613974,True,55.85,44.15,120.08,120.09,20.08,100.0,"Bet $55.85 Over @ bovada, $44.15 Under @ fanduel",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
Cade Cunningham,player_points,30.5,200,bovada,0.33333333333333326,-102,fanduel,0.504950495049505,0.8382838283828382,19.291338582677177,True,39.76,60.24,119.28,119.3,19.28,100.0,"Bet $39.76 Over @ bovada, $60.24 Under @ fanduel",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,2
Keyonte George,player_assists,5.5,113,williamhill_us,0.4694835680751174,170,bovada,0.37037037037037035,0.8398539384454877,19.06832298136647,True,55.9,44.1,119.07,119.07,19.07,100.0,"Bet $55.90 Over @ williamhill_us, $44.10 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Brandon Ingram,player_rebounds,5.5,165,draftkings,0.37735849056603776,110,bovada,0.47619047619047616,0.8535489667565139,17.157894736842106,True,44.21,55.79,117.16,117.16,17.16,100.0,"Bet $44.21 Over @ draftkings, $55.79 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,4
Cooper Flagg,player_rebounds,7.5,200,bovada,0.33333333333333337,-112,williamhill_us,0.5283018867924528,0.8616352201257862,16.058394160583944,True,38.69,61.31,116.07,116.05,16.05,100.0,"Bet $38.69 Over @ bovada, $61.31 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4
Payton Pritchard,player_points,14.5,100,draftkings,0.5,175,bovada,0.36363636363636365,0.8636363636363636,15.789473684210531,True,57.89,42.11,115.78,115.8,15.78,100.0,"Bet $57.89 Over @ draftkings, $42.11 Under @ bovada",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,2
Jaime Jaquez Jr,player_points,8.5,-104,fanduel,0.5098039215686274,165,bovada,0.37735849056603776,0.8871624121346652,12.718932443703078,True,57.46,42.54,112.71,112.73,12.71,100.0,"Bet $57.46 Over @ fanduel, $42.54 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Andrew Wiggins,player_points,13.5,110,draftkings,0.4761904761904762,135,bovada,0.425531914893617,0.9017223910840932,10.898876404494384,True,52.81,47.19,110.9,110.9,10.9,100.0,"Bet $52.81 Over @ draftkings, $47.19 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Max Christie,player_points,12.5,155,bovada,0.392156862745098,-104,williamhill_us,0.5098039215686274,0.9019607843137254,10.869565217391308,True,43.48,56.52,110.87,110.87,10.87,100.0,"Bet $43.48 Over @ bovada, $56.52 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Immanuel Quickley,player_points_rebounds_assists,25.5,105,draftkings,0.48780487804878053,140,bovada,0.4166666666666667,0.9044715447154472,10.561797752808989,True,53.93,46.07,110.56,110.57,10.56,100.0,"Bet $53.93 Over @ draftkings, $46.07 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
Bam Adebayo,player_rebounds,11.5,185,bovada,0.3508771929824561,-125,fanduel,0.5555555555555556,0.9064327485380117,10.322580645161295,True,38.71,61.29,110.32,110.32,10.32,100.0,"Bet $38.71 Over @ bovada, $61.29 Under @ fanduel",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,4
Scottie Barnes,player_threes,1.5,225,fanduel,0.3076923076923077,-150,bovada,0.6,0.9076923076923077,10.169491525423723,True,33.9,66.1,110.18,110.17,10.17,100.0,"Bet $33.90 Over @ fanduel, $66.10 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Neemias Queta,player_rebounds,7.5,118,fanduel,0.4587155963302753,115,bovada,0.46511627906976744,0.9238318754000427,8.244803695150104,True,49.65,50.35,108.24,108.25,8.24,100.0,"Bet $49.65 Over @ fanduel, $50.35 Under @ bovada",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,3
Immanuel Quickley,player_threes,3.5,170,bovada,0.37037037037037035,-125,draftkings,0.5555555555555556,0.9259259259259259,8.000000000000007,True,40.0,60.0,108.0,108.0,8.0,100.0,"Bet $40.00 Over @ bovada, $60.00 Under @ draftkings",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
P.J. Washington,player_rebounds,5.5,-148,fanduel,0.5967741935483872,200,bovada,0.3333333333333333,0.9301075268817205,7.514450867052025,True,64.16,35.84,107.51,107.52,7.51,100.0,"Bet $64.16 Over @ fanduel, $35.84 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Bam Adebayo,player_points,21.5,160,bovada,0.3846153846153847,-122,fanduel,0.5495495495495496,0.9341649341649343,7.047477744807118,True,41.17,58.83,107.04,107.05,7.04,100.0,"Bet $41.17 Over @ bovada, $58.83 Under @ fanduel",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
Kyle Filipowski,player_points,14.5,160,bovada,0.3846153846153847,-122,fanduel,0.5495495495495496,0.9341649341649343,7.047477744807118,True,41.17,58.83,107.04,107.05,7.04,100.0,"Bet $41.17 Over @ bovada, $58.83 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Naji Marshall,player_rebounds,3.5,-162,fanduel,0.6183206106870229,215,bovada,0.31746031746031744,0.9357809281473404,6.862618153567257,True,66.08,33.92,106.87,106.85,6.85,100.0,"Bet $66.08 Over @ fanduel, $33.92 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Neemias Queta,player_points,7.5,-118,fanduel,0.5412844036697247,150,bovada,0.4,0.9412844036697248,6.237816764132553,True,57.5,42.5,106.23,106.25,6.23,100.0,"Bet $57.50 Over @ fanduel, $42.50 Under @ bovada",Detroit Pistons @ Boston Celtics,2025-12-16T00:13:00Z,2
Jaime Jaquez Jr,player_assists,3.5,-110,bovada,0.5238095238095237,138,fanduel,0.42016806722689076,0.9439775910364145,5.934718100890213,True,55.49,44.51,105.94,105.93,5.93,100.0,"Bet $55.49 Over @ bovada, $44.51 Under @ fanduel",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
Svi Mykhailiuk,player_threes,1.5,150,draftkings,0.4,-120,bovada,0.5454545454545454,0.9454545454545454,5.769230769230771,True,42.31,57.69,105.78,105.76,5.76,100.0,"Bet $42.31 Over @ draftkings, $57.69 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4
Bam Adebayo,player_threes,1.5,230,fanduel,0.3030303030303031,-180,bovada,0.6428571428571429,0.945887445887446,5.720823798626995,True,32.04,67.96,105.73,105.72,5.72,100.0,"Bet $32.04 Over @ fanduel, $67.96 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Klay Thompson,player_points,13.5,145,bovada,0.40816326530612246,-118,williamhill_us,0.5412844036697247,0.9494476689758472,5.3243936107276735,True,42.99,57.01,105.33,105.32,5.32,100.0,"Bet $42.99 Over @ bovada, $57.01 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3
Norman Powell,player_points,20.5,105,draftkings,0.4878048780487804,115,bovada,0.46511627906976744,0.9529211571185479,4.940476190476195,True,51.19,48.81,104.94,104.94,4.94,100.0,"Bet $51.19 Over @ draftkings, $48.81 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,4
Bam Adebayo,player_points,20.5,130,bovada,0.4347826086956521,-109,williamhill_us,0.5215311004784688,0.956313709174121,4.568196649989131,True,45.46,54.54,104.56,104.58,4.56,100.0,"Bet $45.46 Over @ bovada, $54.54 Under @ williamhill_us",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,3
Keyonte George,player_threes,2.5,-105,bovada,0.5121951219512195,124,williamhill_us,0.44642857142857145,0.9586236933797909,4.316219900045426,True,53.43,46.57,104.32,104.32,4.32,100.0,"Bet $53.43 Over @ bovada, $46.57 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4
Ace Bailey,player_points,14.5,150,bovada,0.4,-128,fanduel,0.5614035087719298,0.9614035087719298,4.014598540145986,True,41.61,58.39,104.02,104.01,4.01,100.0,"Bet $41.61 Over @ bovada, $58.39 Under @ fanduel",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
P.J. Washington,player_rebounds,6.5,106,williamhill_us,0.4854368932038835,110,bovada,0.47619047619047616,0.9616273693943597,3.9903846153846123,True,50.48,49.52,103.99,103.99,3.99,100.0,"Bet $50.48 Over @ williamhill_us, $49.52 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3
Kris Dunn,player_assists,3.5,138,betrivers,0.4201680672268908,-120,bovada,0.5454545454545454,0.9656226126814362,3.560126582278489,True,43.51,56.49,103.55,103.57,3.55,100.0,"Bet $43.51 Over @ betrivers, $56.49 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:40:00Z,6
Naji Marshall,player_points_rebounds_assists,20.5,-105,draftkings,0.5121951219512195,120,bovada,0.45454545454545453,0.9667405764966741,3.440366972477049,True,52.98,47.02,103.44,103.44,3.44,100.0,"Bet $52.98 Over @ draftkings, $47.02 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Kyle Filipowski,player_points,13.5,125,bovada,0.4444444444444444,-110,williamhill_us,0.5238095238095238,0.9682539682539683,3.2786885245901676,True,45.9,54.1,103.28,103.28,3.27,100.0,"Bet $45.90 Over @ bovada, $54.10 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4
Santi Aldama,player_points_rebounds_assists,23.5,-108,betonlineag,0.5192307692307692,120,bovada,0.45454545454545453,0.9737762237762237,2.6929982046678624,True,53.32,46.68,102.69,102.7,2.69,100.0,"Bet $53.32 Over @ betonlineag, $46.68 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:40:00Z,3
Kawhi Leonard,player_assists,3.5,100,bovada,0.5,111,williamhill_us,0.47393364928909953,0.9739336492890995,2.676399026763998,True,51.34,48.66,102.68,102.67,2.67,100.0,"Bet $51.34 Over @ bovada, $48.66 Under @ williamhill_us",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:40:00Z,7
Naji Marshall,player_rebounds,4.5,105,draftkings,0.4878048780487805,105,bovada,0.4878048780487805,0.975609756097561,2.5000000000000133,True,50.0,50.0,102.5,102.5,2.5,100.0,"Bet $50.00 Over @ draftkings, $50.00 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3
Norman Powell,player_threes,2.5,-105,fanatics,0.5121951219512195,115,bovada,0.46511627906976744,0.9773114010209869,2.321532211259436,True,52.41,47.59,102.32,102.32,2.32,100.0,"Bet $52.41 Over @ fanatics, $47.59 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,4
Naji Marshall,player_points,11.5,-128,fanduel,0.5614035087719298,140,bovada,0.4166666666666667,0.9780701754385965,2.2421524663677195,True,57.4,42.6,102.24,102.24,2.24,100.0,"Bet $57.40 Over @ fanduel, $42.60 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Keyonte George,player_assists,6.5,120,fanatics,0.4545454545454545,-110,bovada,0.5238095238095238,0.9783549783549783,2.212389380530988,True,46.46,53.54,102.21,102.21,2.21,100.0,"Bet $46.46 Over @ fanatics, $53.54 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Svi Mykhailiuk,player_assists,1.5,-110,draftkings,0.5238095238095237,120,williamhill_us,0.45454545454545453,0.9783549783549783,2.212389380530988,True,53.54,46.46,102.21,102.21,2.21,100.0,"Bet $53.54 Over @ draftkings, $46.46 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Santi Aldama,player_points,13.5,-120,draftkings,0.5454545454545454,130,bovada,0.43478260869565216,0.9802371541501975,2.016129032258074,True,55.65,44.35,102.02,102.0,2.0,100.0,"Bet $55.65 Over @ draftkings, $44.35 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:40:00Z,3
Santi Aldama,player_points,14.5,106,fanduel,0.4854368932038835,100,bovada,0.5,0.9854368932038835,1.4778325123152802,True,49.26,50.74,101.48,101.48,1.48,100.0,"Bet $49.26 Over @ fanduel, $50.74 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:40:00Z,6
Jaime Jaquez Jr,player_assists,4.5,200,bovada,0.33333333333333337,-188,draftkings,0.6527777777777778,0.9861111111111112,1.4084507042253502,True,33.8,66.2,101.4,101.41,1.4,100.0,"Bet $33.80 Over @ bovada, $66.20 Under @ draftkings",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
Ace Bailey,player_points,13.5,115,bovada,0.4651162790697674,-109,williamhill_us,0.5215311004784688,0.9866473795482362,1.3533325814819142,True,47.14,52.86,101.35,101.36,1.35,100.0,"Bet $47.14 Over @ bovada, $52.86 Under @ williamhill_us",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2
Norman Powell,player_points_rebounds_assists,26.5,-105,draftkings,0.5121951219512195,110,bovada,0.47619047619047616,0.9883855981416957,1.1750881316098694,True,51.82,48.18,101.17,101.18,1.17,100.0,"Bet $51.82 Over @ draftkings, $48.18 Under @ bovada",Toronto Raptors @ Miami Heat,2025-12-16T00:44:00Z,2
