player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,105,betmgm,0.4878048780487804,160,bovada,0.38461538461538464,0.8724202626641651,14.623655913978496,True,55.91,44.09,114.62,114.63,14.62,100.0,"Bet $55.91 Over @ betmgm, $44.09 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.48887106666666663,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_assists,2.5,-109,betrivers,0.5215311004784688,150,bovada,0.4,0.9215311004784689,8.515057113187963,True,56.59,43.41,108.51,108.52,8.51,100.0,"Bet $56.59 Over @ betrivers, $43.41 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.4222044,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Luke Kornet,player_rebounds,5.5,120,bovada,0.45454545454545453,114,fanduel,0.4672897196261682,0.9218351741716228,8.479262672811071,True,49.31,50.69,108.48,108.48,8.48,100.0,"Bet $49.31 Over @ bovada, $50.69 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,4,1.5055377333333333,0.4055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Stephon Castle,player_assists,6.5,170,bovada,0.37037037037037035,-135,betonlineag,0.574468085106383,0.9448384554767534,5.838198498748959,True,39.2,60.8,105.84,105.84,5.84,100.0,"Bet $39.20 Over @ bovada, $60.80 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,1.5055377333333333,0.23887106666666666,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_points,20.5,110,betrivers,0.47619047619047616,110,bovada,0.47619047619047616,0.9523809523809523,5.000000000000004,True,50.0,50.0,105.0,105.0,5.0,100.0,"Bet $50.00 Over @ betrivers, $50.00 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.4222044,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_points,19.5,-115,fanduel,0.5348837209302326,135,bovada,0.425531914893617,0.9604156358238496,4.1215868109222065,True,55.69,44.31,104.12,104.13,4.12,100.0,"Bet $55.69 Over @ fanduel, $44.31 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.4055377333333333,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_threes,1.5,110,fanduel,0.47619047619047616,105,bovada,0.4878048780487805,0.9639953542392566,3.7349397590361377,True,49.4,50.6,103.74,103.73,3.73,100.0,"Bet $49.40 Over @ fanduel, $50.60 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.4055377333333333,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_points,18.5,-150,betrivers,0.6,170,bovada,0.37037037037037035,0.9703703703703703,3.053435114503822,True,61.83,38.17,103.05,103.06,3.05,100.0,"Bet $61.83 Over @ betrivers, $38.17 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.4222044,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
Stephon Castle,player_assists,5.5,-110,bovada,0.5238095238095237,120,williamhill_us,0.45454545454545453,0.9783549783549783,2.212389380530988,True,53.54,46.46,102.21,102.21,2.21,100.0,"Bet $53.54 Over @ bovada, $46.46 Under @ williamhill_us",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,1.5055377333333333,1.9388710666666666,1.9388710666666666,False,,2025-12-16 19:50:46 ET
Victor Wembanyama,player_steals,0.5,-160,fanduel,0.6153846153846154,170,bovada,0.37037037037037035,0.9857549857549858,1.4450867052023142,True,62.43,37.57,101.45,101.44,1.44,100.0,"Bet $62.43 Over @ fanduel, $37.57 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.4222044,1.5055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
OG Anunoby,player_threes,2.5,125,bovada,0.4444444444444444,-122,fanduel,0.5495495495495496,0.993993993993994,0.6042296072507503,True,44.71,55.29,100.6,100.61,0.6,100.0,"Bet $44.71 Over @ bovada, $55.29 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.5055377333333333,0.4055377333333333,1.5055377333333333,False,,2025-12-16 19:50:46 ET
