player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Jose Alvarado,player_threes,0.5,185,draftkings,0.35087719298245607,09:49:54 PM ET,205,bovada,0.32786885245901637,09:49:52 PM ET,0.6787460454414724,47.33050847457629,True,51.69,48.31,147.32,147.35,47.32,100.0,"Bet $51.69 Over @ draftkings, $48.31 Under @ bovada",Houston Rockets @ New Orleans Pelicans,2025-12-19T01:10:00Z,2,0.8950163999999999,0.9283497333333333,0.9283497333333333,False,,2025-12-18 21:50:47 ET
Shai Gilgeous-Alexander,player_threes,1.5,290,fanatics,0.2564102564102564,09:48:43 PM ET,105,bovada,0.4878048780487805,09:50:02 PM ET,0.7442151344590369,34.36974789915968,True,34.45,65.55,134.36,134.38,34.36,100.0,"Bet $34.45 Over @ fanatics, $65.55 Under @ bovada",Los Angeles Clippers @ Oklahoma City Thunder,2025-12-19T01:11:00Z,3,2.0783497333333334,0.7616830666666666,2.0783497333333334,True,fanatics,2025-12-18 21:50:47 ET
Sandro Mamukelashvili,player_rebounds,7.5,200,bovada,0.3333333333333333,09:50:46 PM ET,134,fanduel,0.42735042735042733,09:50:15 PM ET,0.7606837606837606,31.46067415730338,True,43.82,56.18,131.46,131.46,31.46,100.0,"Bet $43.82 Over @ bovada, $56.18 Under @ fanduel",Toronto Raptors @ Milwaukee Bucks,2025-12-19T01:11:00Z,2,0.028349733333333335,0.5450164,0.5450164,False,,2025-12-18 21:50:47 ET
Kevin Durant,player_rebounds,5.5,180,bovada,0.3571428571428572,09:49:52 PM ET,146,fanduel,0.4065040650406504,09:37:39 PM ET,0.7636469221835076,30.950570342205317,True,46.77,53.23,130.96,130.95,30.95,100.0,"Bet $46.77 Over @ bovada, $53.23 Under @ fanduel",Houston Rockets @ New Orleans Pelicans,2025-12-19T01:10:00Z,2,0.9283497333333333,13.1450164,13.1450164,True,fanduel,2025-12-18 21:50:47 ET
De'Aaron Fox,player_assists,4.5,130,fanatics,0.43478260869565216,09:47:03 PM ET,200,bovada,0.3333333333333333,09:49:41 PM ET,0.7681159420289855,30.188679245283033,True,56.6,43.4,130.18,130.2,30.18,100.0,"Bet $56.60 Over @ fanatics, $43.40 Under @ bovada",Washington Wizards @ San Antonio Spurs,2025-12-19T01:12:00Z,2,3.7450164,1.1116830666666668,3.7450164,True,fanatics,2025-12-18 21:50:47 ET
Derik Queen,player_assists,3.5,162,fanduel,0.3816793893129771,09:37:30 PM ET,155,bovada,0.39215686274509803,09:49:52 PM ET,0.7738362520580752,29.22630560928432,True,49.32,50.68,129.22,129.23,29.22,100.0,"Bet $49.32 Over @ fanduel, $50.68 Under @ bovada",Houston Rockets @ New Orleans Pelicans,2025-12-19T01:10:00Z,2,13.2950164,0.9283497333333333,13.2950164,True,fanduel,2025-12-18 21:50:47 ET
Ryan Rollins,player_assists,4.5,132,fanduel,0.43103448275862066,09:50:15 PM ET,190,bovada,0.3448275862068966,09:50:46 PM ET,0.7758620689655172,28.888888888888896,True,55.56,44.44,128.9,128.88,28.88,100.0,"Bet $55.56 Over @ fanduel, $44.44 Under @ bovada",Toronto Raptors @ Milwaukee Bucks,2025-12-19T01:11:00Z,3,0.5450164,0.028349733333333335,0.5450164,False,,2025-12-18 21:50:47 ET
Jabari Smith Jr,player_threes,1.5,135,draftkings,0.4255319148936171,09:49:54 PM ET,175,bovada,0.36363636363636365,09:49:52 PM ET,0.7891682785299807,26.7156862745098,True,53.92,46.08,126.71,126.72,26.71,100.0,"Bet $53.92 Over @ draftkings, $46.08 Under @ bovada",Houston Rockets @ New Orleans Pelicans,2025-12-19T01:10:00Z,2,0.8950163999999999,0.9283497333333333,0.9283497333333333,False,,2025-12-18 21:50:47 ET
Keyonte George,player_assists,7.5,200,bovada,0.33333333333333337,09:49:47 PM ET,118,fanduel,0.45871559633027525,09:50:28 PM ET,0.7920489296636086,26.25482625482625,True,42.08,57.92,126.24,126.27,26.24,100.0,"Bet $42.08 Over @ bovada, $57.92 Under @ fanduel",Los Angeles Lakers @ Utah Jazz,2025-12-19T02:11:00Z,2,1.0116830666666667,0.3283497333333333,1.0116830666666667,False,,2025-12-18 21:50:47 ET
Ryan Rollins,player_rebounds,3.5,178,fanduel,0.35971223021582727,09:50:15 PM ET,130,bovada,0.43478260869565216,09:50:46 PM ET,0.7944948389114794,25.866141732283477,True,45.28,54.72,125.88,125.86,25.86,100.0,"Bet $45.28 Over @ fanduel, $54.72 Under @ bovada",Toronto Raptors @ Milwaukee Bucks,2025-12-19T01:11:00Z,2,0.5450164,0.028349733333333335,0.5450164,False,,2025-12-18 21:50:47 ET
