player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Reed Sheppard,player_points,7.5,198,fanduel,0.3355704697986577,190,bovada,0.3448275862068966,0.6803980560055543,46.972789115646265,True,49.32,50.68,146.97,146.97,46.97,100.0,"Bet $49.32 Over @ fanduel, $50.68 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,2,0.8434794833333333,0.7601461500000001,0.8434794833333333,False,,2025-12-15 23:45:45 ET
Jabari Smith Jr,player_rebounds,7.5,200,bovada,0.33333333333333337,164,fanduel,0.3787878787878788,0.7121212121212122,40.42553191489362,True,46.81,53.19,140.43,140.42,40.42,100.0,"Bet $46.81 Over @ bovada, $53.19 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,0.7601461500000001,0.8434794833333333,0.8434794833333333,False,,2025-12-15 23:45:45 ET
Reed Sheppard,player_threes,1.5,300,draftkings,0.24999999999999994,115,bovada,0.46511627906976744,0.7151162790697674,39.837398373983746,True,34.96,65.04,139.84,139.84,39.84,100.0,"Bet $34.96 Over @ draftkings, $65.04 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,0.86014615,0.7601461500000001,0.86014615,False,,2025-12-15 23:45:45 ET
Amen Thompson,player_assists,5.5,120,bovada,0.45454545454545453,194,fanduel,0.3401360544217687,0.7946815089672232,25.83657587548638,True,57.2,42.8,125.84,125.83,25.83,100.0,"Bet $57.20 Over @ bovada, $42.80 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,2,0.7601461500000001,0.8434794833333333,0.8434794833333333,False,,2025-12-15 23:45:45 ET
Cam Spencer,player_assists,4.5,170,bovada,0.3703703703703704,135,williamhill_us,0.425531914893617,0.7959022852639874,25.643564356435643,True,46.53,53.47,125.63,125.65,25.63,100.0,"Bet $46.53 Over @ bovada, $53.47 Under @ williamhill_us",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.9768128166666668,1.2934794833333332,1.2934794833333332,False,,2025-12-15 23:45:45 ET
Jamal Murray,player_assists,5.5,154,fanduel,0.3937007874015748,140,bovada,0.4166666666666667,0.8103674540682415,23.40080971659919,True,48.58,51.42,123.39,123.41,23.39,100.0,"Bet $48.58 Over @ fanduel, $51.42 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,4,0.8434794833333333,0.7601461500000001,0.8434794833333333,False,,2025-12-15 23:45:45 ET
Kevin Durant,player_threes,1.5,130,draftkings,0.4347826086956522,150,bovada,0.4,0.8347826086956522,19.79166666666665,True,52.08,47.92,119.78,119.8,19.78,100.0,"Bet $52.08 Over @ draftkings, $47.92 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,0.86014615,0.7601461500000001,0.86014615,False,,2025-12-15 23:45:45 ET
Tim Hardaway Jr,player_points,14.5,175,bovada,0.36363636363636365,112,fanduel,0.4716981132075472,0.8353344768439108,19.712525667351134,True,43.53,56.47,119.71,119.72,19.71,100.0,"Bet $43.53 Over @ bovada, $56.47 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,2,0.7601461500000001,0.8434794833333333,0.8434794833333333,False,,2025-12-15 23:45:45 ET
Kevin Durant,player_points,28.5,210,bovada,0.32258064516129026,-106,fanduel,0.5145631067961165,0.8371437519574068,19.45379723157501,True,38.53,61.47,119.44,119.46,19.44,100.0,"Bet $38.53 Over @ bovada, $61.47 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,4,0.7601461500000001,0.8434794833333333,0.8434794833333333,False,,2025-12-15 23:45:45 ET
James Harden,player_assists,7.5,125,williamhill_us,0.4444444444444444,150,bovada,0.4,0.8444444444444444,18.421052631578938,True,52.63,47.37,118.42,118.42,18.42,100.0,"Bet $52.63 Over @ williamhill_us, $47.37 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,2,1.2934794833333332,0.9768128166666668,1.2934794833333332,False,,2025-12-15 23:45:45 ET
