player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,-130,fanduel,0.5652173913043478,185,bovada,0.3508771929824561,0.9160945842868039,9.15903413821817,True,61.7,38.3,109.16,109.16,9.16,100.0,"Bet $61.70 Over @ fanduel, $38.30 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,1.0756148,2.5089481333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Stephon Castle,player_assists,6.5,190,bovada,0.3448275862068966,-143,betonlineag,0.588477366255144,0.9333049524620406,7.146115250114038,True,36.95,63.05,107.16,107.14,7.14,100.0,"Bet $36.95 Over @ bovada, $63.05 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,2.5089481333333334,0.10894813333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Stephon Castle,player_assists,5.5,100,bovada,0.49999999999999994,130,betmgm,0.43478260869565216,0.9347826086956521,6.976744186046524,True,53.49,46.51,106.98,106.97,6.97,100.0,"Bet $53.49 Over @ bovada, $46.51 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,2.5089481333333334,0.1756148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
OG Anunoby,player_points,17.5,130,bovada,0.4347826086956521,-102,draftkings,0.504950495049505,0.9397331037451571,6.4131928538708305,True,46.27,53.73,106.42,106.41,6.41,100.0,"Bet $46.27 Over @ bovada, $53.73 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,2.5089481333333334,0.1256148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Victor Wembanyama,player_points_rebounds_assists,32.5,-104,fanduel,0.5098039215686274,130,bovada,0.43478260869565216,0.9445865302642795,5.8664259927798,True,53.97,46.03,105.86,105.87,5.86,100.0,"Bet $53.97 Over @ fanduel, $46.03 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,1.0756148,2.5089481333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Victor Wembanyama,player_rebounds,9.5,108,betrivers,0.4807692307692308,115,bovada,0.46511627906976744,0.9458855098389982,5.721040189125293,True,50.83,49.17,105.73,105.72,5.72,100.0,"Bet $50.83 Over @ betrivers, $49.17 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.1756148,2.5089481333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
OG Anunoby,player_points,16.5,105,bovada,0.4878048780487804,115,betrivers,0.46511627906976744,0.9529211571185479,4.940476190476195,True,51.19,48.81,104.94,104.94,4.94,100.0,"Bet $51.19 Over @ bovada, $48.81 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,2.5089481333333334,0.1756148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Victor Wembanyama,player_points_rebounds_assists,33.5,108,betrivers,0.4807692307692307,110,bovada,0.47619047619047616,0.9569597069597069,4.4976076555024,True,50.24,49.76,104.5,104.5,4.5,100.0,"Bet $50.24 Over @ betrivers, $49.76 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.1756148,2.5089481333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
OG Anunoby,player_points,18.5,165,bovada,0.37735849056603776,-143,betrivers,0.588477366255144,0.9658358568211818,3.537261837768302,True,39.07,60.93,103.54,103.54,3.54,100.0,"Bet $39.07 Over @ bovada, $60.93 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,2.5089481333333334,0.1756148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
OG Anunoby,player_points_rebounds_assists,24.5,125,bovada,0.4444444444444444,-110,betmgm,0.5238095238095238,0.9682539682539683,3.2786885245901676,True,45.9,54.1,103.28,103.28,3.27,100.0,"Bet $45.90 Over @ bovada, $54.10 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,2.5089481333333334,0.1756148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
OG Anunoby,player_points_rebounds_assists,23.5,100,bovada,0.5,112,betrivers,0.4716981132075472,0.9716981132075472,2.9126213592232997,True,51.46,48.54,102.92,102.9,2.9,100.0,"Bet $51.46 Over @ bovada, $48.54 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,2.5089481333333334,0.1756148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Mikal Bridges,player_points,16.5,130,bovada,0.4347826086956521,-117,draftkings,0.5391705069124424,0.9739531156080945,2.6743468422135486,True,44.64,55.36,102.67,102.68,2.67,100.0,"Bet $44.64 Over @ bovada, $55.36 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,2.5089481333333334,0.1256148,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Mitchell Robinson,player_rebounds,6.5,105,bovada,0.4878048780487805,105,betonlineag,0.4878048780487805,0.975609756097561,2.5000000000000133,True,50.0,50.0,102.5,102.5,2.5,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,2.5089481333333334,0.10894813333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
Dylan Harper,player_rebounds,2.5,-125,fanduel,0.5555555555555556,138,betrivers,0.42016806722689076,0.9757236227824464,2.4880382775119614,True,56.94,43.06,102.49,102.48,2.48,100.0,"Bet $56.94 Over @ fanduel, $43.06 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.0756148,0.1756148,1.0756148,False,,2025-12-16 18:10:45 ET
Victor Wembanyama,player_assists,2.5,-137,betonlineag,0.5780590717299579,150,bovada,0.4,0.9780590717299579,2.2433132010353685,True,59.1,40.9,102.24,102.25,2.24,100.0,"Bet $59.10 Over @ betonlineag, $40.90 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.10894813333333334,2.5089481333333334,2.5089481333333334,True,bovada,2025-12-16 18:10:45 ET
