player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Jaren Jackson Jr,player_rebounds,5.5,-115.0,draftkings,0.5348837209302325,115.0,bovada,0.46511627906976744,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,7,0.21,1.06,2025-12-22T17:00:34Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Ajay Mitchell,player_points_rebounds_assists,18.5,-105.0,betonlineag,0.5121951219512195,105.0,bovada,0.4878048780487805,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,4,0.44,1.06,2025-12-22T17:00:20Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Jalen Williams,player_assists,5.5,120.0,bovada,0.45454545454545453,-120.0,betmgm,0.5454545454545454,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,6,1.06,0.62,2025-12-22T16:59:43Z,2025-12-22T17:00:09Z,2025-12-22 12:00:46 ET,1.06,False,,False
Pascal Siakam,player_threes,1.5,105.0,betmgm,0.4878048780487805,-105.0,draftkings,0.5121951219512195,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,7,0.04,1.61,2025-12-22T17:00:44Z,2025-12-22T16:59:10Z,2025-12-22 12:00:46 ET,1.61,False,,False
Brandon Miller,player_assists,3.5,120.0,betrivers,0.45454545454545453,-120.0,bovada,0.5454545454545454,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,7,0.99,0.21,2025-12-22T16:59:47Z,2025-12-22T17:00:34Z,2025-12-22 12:00:46 ET,0.99,False,,False
Jaylen Brown,player_points_rebounds_assists,42.5,-105.0,betmgm,0.5121951219512195,105.0,betrivers,0.4878048780487805,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,5,0.04,0.99,2025-12-22T17:00:44Z,2025-12-22T16:59:47Z,2025-12-22 12:00:46 ET,0.99,False,,False
Isaiah Collier,player_threes,0.5,145.0,betmgm,0.40816326530612246,-145.0,betonlineag,0.5918367346938775,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Utah Jazz @ Denver Nuggets,2025-12-23T02:00:00Z,2,1.06,1.62,2025-12-22T16:59:43Z,2025-12-22T16:59:09Z,2025-12-22 12:00:46 ET,1.62,False,,False
Payton Pritchard,player_points,17.5,100.0,bovada,0.5,100.0,betrivers,0.5,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,6,2.57,0.99,2025-12-22T16:58:12Z,2025-12-22T16:59:47Z,2025-12-22 12:00:46 ET,2.57,True,bovada,False
Nikola Jokic,player_rebounds,12.5,110.0,bovada,0.47619047619047616,-110.0,fanduel,0.5238095238095238,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Utah Jazz @ Denver Nuggets,2025-12-23T02:00:00Z,7,0.66,0.11,2025-12-22T17:00:07Z,2025-12-22T17:00:40Z,2025-12-22 12:00:46 ET,0.66,False,,False
Ryan Kalkbrenner,player_rebounds,7.5,145.0,bovada,0.40816326530612246,-145.0,betmgm,0.5918367346938775,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,3,0.21,0.72,2025-12-22T17:00:34Z,2025-12-22T17:00:03Z,2025-12-22 12:00:46 ET,0.72,False,,False
Donovan Clingan,player_points,11.5,135.0,betmgm,0.425531914893617,-136.0,betrivers,0.576271186440678,1.001803101334295,-0.17998560115189965,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,3,1.02,0.47,2025-12-22T16:59:45Z,2025-12-22T17:00:18Z,2025-12-22 12:00:46 ET,1.02,False,,False
Shai Gilgeous-Alexander,player_points,32.5,-111.0,draftkings,0.5260663507109005,110.0,bovada,0.47619047619047616,1.0022568269013767,-0.22517451024545165,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,4,0.21,1.06,2025-12-22T17:00:34Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Jaylen Wells,player_threes,1.5,-137.0,draftkings,0.5780590717299579,135.0,bovada,0.425531914893617,1.0035909866235748,-0.35781375793899617,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,7,0.21,1.06,2025-12-22T17:00:34Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Shai Gilgeous-Alexander,player_assists,6.5,120.0,bovada,0.45454545454545453,-122.0,draftkings,0.5495495495495496,1.004095004095004,-0.4078303425774865,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,5,1.06,0.21,2025-12-22T16:59:43Z,2025-12-22T17:00:34Z,2025-12-22 12:00:46 ET,1.06,False,,False
Cade Cunningham,player_points,27.5,-112.0,draftkings,0.5283018867924528,110.0,bovada,0.47619047619047616,1.004492362982929,-0.4472271914132353,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,6,0.84,-0.01,2025-12-22T16:59:56Z,2025-12-22T17:00:47Z,2025-12-22 12:00:46 ET,0.84,False,,False
Donovan Clingan,player_points,10.5,102.0,williamhill_us,0.49504950495049505,-104.0,betrivers,0.5098039215686274,1.0048534265191225,-0.48299845440493705,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,4,1.72,0.47,2025-12-22T16:59:03Z,2025-12-22T17:00:18Z,2025-12-22 12:00:46 ET,1.72,False,,False
Chet Holmgren,player_rebounds,8.5,-102.0,fanduel,0.504950495049505,100.0,bovada,0.5,1.004950495049505,-0.49261083743842304,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,6,0.51,1.06,2025-12-22T17:00:16Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Ausar Thompson,player_points_rebounds_assists,19.5,117.0,betrivers,0.4608294930875576,-120.0,bovada,0.5454545454545454,1.006284038542103,-0.62447960033305,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,3,0.47,-0.01,2025-12-22T17:00:18Z,2025-12-22T17:00:47Z,2025-12-22 12:00:46 ET,0.47,False,,False
Anfernee Simons,player_points,13.5,115.0,bovada,0.46511627906976744,-118.0,draftkings,0.5412844036697247,1.0064006827394922,-0.6359974560101733,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,6,2.57,1.61,2025-12-22T16:58:12Z,2025-12-22T16:59:10Z,2025-12-22 12:00:46 ET,2.57,True,bovada,False
Brandon Miller,player_steals,1.5,194.0,fanduel,0.3401360544217687,-200.0,draftkings,0.6666666666666666,1.0068027210884354,-0.6756756756756799,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,3,1.22,0.59,2025-12-22T16:59:33Z,2025-12-22T17:00:11Z,2025-12-22 12:00:46 ET,1.22,False,,False
Luguentz Dort,player_points,7.5,-103.0,betonlineag,0.5073891625615764,100.0,betmgm,0.5,1.0073891625615765,-0.7334963325183574,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,6,0.44,0.62,2025-12-22T17:00:20Z,2025-12-22T17:00:09Z,2025-12-22 12:00:46 ET,0.62,False,,False
Deni Avdija,player_threes,2.5,150.0,betrivers,0.4,-155.0,betmgm,0.6078431372549019,1.007843137254902,-0.7782101167315147,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,7,0.47,1.02,2025-12-22T17:00:18Z,2025-12-22T16:59:45Z,2025-12-22 12:00:46 ET,1.02,False,,False
Saddiq Bey,player_points_rebounds_assists,21.5,120.0,bovada,0.45454545454545453,-124.0,draftkings,0.5535714285714286,1.0081168831168832,-0.8051529790660261,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ New Orleans Pelicans,2025-12-23T01:00:00Z,2,5.39,1.01,2025-12-22T16:55:23Z,2025-12-22T16:59:46Z,2025-12-22 12:00:46 ET,5.39,True,bovada,False
Jimmy Butler,player_points_rebounds_assists,32.5,114.0,betrivers,0.4672897196261682,-118.0,fanduel,0.5412844036697247,1.008574123295893,-0.8501232678738369,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Golden State Warriors,2025-12-23T03:00:00Z,3,0.81,0.82,2025-12-22T16:59:58Z,2025-12-22T16:59:57Z,2025-12-22 12:00:46 ET,0.82,False,,False
Ajay Mitchell,player_points,11.5,-114.0,fanduel,0.5327102803738317,110.0,bovada,0.47619047619047616,1.0089007565643078,-0.8822232024702115,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,4,0.51,1.06,2025-12-22T17:00:16Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Jaren Jackson Jr,player_points_rebounds_assists,25.5,-114.0,fanduel,0.5327102803738317,110.0,bovada,0.47619047619047616,1.0089007565643078,-0.8822232024702115,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,3,0.51,1.06,2025-12-22T17:00:16Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Cooper Flagg,player_points_rebounds_assists,30.5,-114.0,fanduel,0.5327102803738317,110.0,bovada,0.47619047619047616,1.0089007565643078,-0.8822232024702115,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ New Orleans Pelicans,2025-12-23T01:00:00Z,4,0.42,5.39,2025-12-22T17:00:21Z,2025-12-22T16:55:23Z,2025-12-22 12:00:46 ET,5.39,True,bovada,False
Moses Moody,player_points,9.5,106.0,betrivers,0.4854368932038835,-110.0,bovada,0.5238095238095238,1.0092464170134074,-0.9161704076958488,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Golden State Warriors,2025-12-23T03:00:00Z,5,0.81,3.81,2025-12-22T16:59:58Z,2025-12-22T16:56:58Z,2025-12-22 12:00:46 ET,3.81,True,bovada,False
Toumani Camara,player_rebounds,5.5,130.0,betmgm,0.43478260869565216,-135.0,bovada,0.574468085106383,1.0092506938020351,-0.9165902841429818,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Portland Trail Blazers,2025-12-23T03:00:00Z,7,1.02,-0.01,2025-12-22T16:59:45Z,2025-12-22T17:00:47Z,2025-12-22 12:00:46 ET,1.02,False,,False
Lonzo Ball,player_points_rebounds_assists,14.5,-104.0,fanduel,0.5098039215686274,100.0,bovada,0.5,1.0098039215686274,-0.9708737864077666,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,4,1.22,0.21,2025-12-22T16:59:33Z,2025-12-22T17:00:34Z,2025-12-22 12:00:46 ET,1.22,False,,False
Anfernee Simons,player_points_rebounds_assists,18.5,100.0,bovada,0.5,-104.0,draftkings,0.5098039215686274,1.0098039215686274,-0.9708737864077666,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,5,2.57,1.61,2025-12-22T16:58:12Z,2025-12-22T16:59:10Z,2025-12-22 12:00:46 ET,2.57,True,bovada,False
Payton Pritchard,player_points,19.5,160.0,bovada,0.38461538461538464,-167.0,betrivers,0.6254681647940075,1.010083549409392,-0.998288648031942,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,2,2.57,0.99,2025-12-22T16:58:12Z,2025-12-22T16:59:47Z,2025-12-22 12:00:46 ET,2.57,True,bovada,False
Ryan Kalkbrenner,player_points,7.5,120.0,bovada,0.45454545454545453,-125.0,betmgm,0.5555555555555556,1.0101010101010102,-1.0000000000000009,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,6,0.21,0.72,2025-12-22T17:00:34Z,2025-12-22T17:00:03Z,2025-12-22 12:00:46 ET,0.72,False,,False
Santi Aldama,player_threes,1.5,-125.0,betmgm,0.5555555555555556,120.0,bovada,0.45454545454545453,1.0101010101010102,-1.0000000000000009,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,7,0.62,1.06,2025-12-22T17:00:09Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Jock Landale,player_rebounds,7.5,120.0,fanduel,0.45454545454545453,-125.0,bovada,0.5555555555555556,1.0101010101010102,-1.0000000000000009,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,6,0.51,1.06,2025-12-22T17:00:16Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Ace Bailey,player_threes,1.5,-125.0,betonlineag,0.5555555555555556,120.0,bovada,0.45454545454545453,1.0101010101010102,-1.0000000000000009,False,,,,,,,Don't bet - bookmaker has edge,Utah Jazz @ Denver Nuggets,2025-12-23T02:00:00Z,6,1.62,0.66,2025-12-22T16:59:09Z,2025-12-22T17:00:07Z,2025-12-22 12:00:46 ET,1.62,False,,False
Dean Wade,player_rebounds,4.5,115.0,draftkings,0.46511627906976744,-120.0,bovada,0.5454545454545454,1.0105708245243128,-1.0460251046024993,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,7,0.59,0.21,2025-12-22T17:00:11Z,2025-12-22T17:00:34Z,2025-12-22 12:00:46 ET,0.59,False,,False
Ajay Mitchell,player_points,12.5,115.0,betmgm,0.46511627906976744,-120.0,bovada,0.5454545454545454,1.0105708245243128,-1.0460251046024993,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,3,0.62,1.06,2025-12-22T17:00:09Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
Jarrett Allen,player_rebounds,8.5,-141.0,betrivers,0.5850622406639004,135.0,bovada,0.425531914893617,1.0105941555575175,-1.0483096007687709,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,3,0.99,0.21,2025-12-22T16:59:47Z,2025-12-22T17:00:34Z,2025-12-22 12:00:46 ET,0.99,False,,False
Kon Knueppel,player_threes,3.5,132.0,betrivers,0.43103448275862066,-138.0,fanduel,0.5798319327731093,1.01086641553173,-1.0749605847785615,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Cleveland Cavaliers,2025-12-23T00:00:00Z,7,0.99,1.22,2025-12-22T16:59:47Z,2025-12-22T16:59:33Z,2025-12-22 12:00:46 ET,1.22,False,,False
Desmond Bane,player_points,21.5,-115.0,bovada,0.5348837209302325,110.0,betrivers,0.47619047619047616,1.0110741971207087,-1.0952902519167473,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Golden State Warriors,2025-12-23T03:00:00Z,5,3.81,0.81,2025-12-22T16:56:58Z,2025-12-22T16:59:58Z,2025-12-22 12:00:46 ET,3.81,True,bovada,False
Jaylen Brown,player_points,29.5,-115.0,betonlineag,0.5348837209302325,110.0,betrivers,0.47619047619047616,1.0110741971207087,-1.0952902519167473,False,,,,,,,Don't bet - bookmaker has edge,Indiana Pacers @ Boston Celtics,2025-12-23T00:30:00Z,7,1.27,0.99,2025-12-22T16:59:30Z,2025-12-22T16:59:47Z,2025-12-22 12:00:46 ET,1.27,False,,False
Jalen Williams,player_points,19.5,-115.0,draftkings,0.5348837209302325,110.0,bovada,0.47619047619047616,1.0110741971207087,-1.0952902519167473,False,,,,,,,Don't bet - bookmaker has edge,Memphis Grizzlies @ Oklahoma City Thunder,2025-12-23T02:30:00Z,3,0.21,1.06,2025-12-22T17:00:34Z,2025-12-22T16:59:43Z,2025-12-22 12:00:46 ET,1.06,False,,False
