player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Cooper Flagg,player_rebounds,5.5,155,fanatics,0.3921568627450981,132,williamhill_us,0.43103448275862066,0.8231913455037188,21.47843942505132,True,47.64,52.36,121.48,121.48,21.48,100.0,"Bet $47.64 Over @ fanatics, $52.36 Under @ williamhill_us",Houston Rockets @ Dallas Mavericks,2025-12-07T01:41:00Z,2
Kevin Durant,player_assists,3.5,153,williamhill_us,0.3952569169960474,116,fanduel,0.46296296296296297,0.8582198799590104,16.520255863539447,True,46.06,53.94,116.53,116.51,16.51,100.0,"Bet $46.06 Over @ williamhill_us, $53.94 Under @ fanduel",Houston Rockets @ Dallas Mavericks,2025-12-07T01:41:00Z,3
Ivica Zubac,player_rebounds,11.5,136,fanduel,0.423728813559322,100,draftkings,0.5,0.923728813559322,8.25688073394495,True,45.87,54.13,108.25,108.26,8.25,100.0,"Bet $45.87 Over @ fanduel, $54.13 Under @ draftkings",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,2
Jaden McDaniels,player_rebounds,1.5,100,draftkings,0.49999999999999994,130,fanatics,0.43478260869565216,0.9347826086956521,6.976744186046524,True,53.49,46.51,106.98,106.97,6.97,100.0,"Bet $53.49 Over @ draftkings, $46.51 Under @ fanatics",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,2
James Harden,player_threes,1.5,135,draftkings,0.4255319148936171,-110,fanatics,0.5238095238095238,0.9493414387031409,5.336179295624333,True,44.82,55.18,105.33,105.34,5.33,100.0,"Bet $44.82 Over @ draftkings, $55.18 Under @ fanatics",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,3
Jabari Smith Jr,player_threes,1.5,225,fanatics,0.3076923076923077,-180,draftkings,0.6428571428571429,0.9505494505494506,5.202312138728327,True,32.37,67.63,105.2,105.2,5.2,100.0,"Bet $32.37 Over @ fanatics, $67.63 Under @ draftkings",Houston Rockets @ Dallas Mavericks,2025-12-07T01:41:00Z,2
James Harden,player_rebounds,5.5,-110,draftkings,0.523809523809524,130,fanatics,0.43478260869565216,0.958592132505176,4.3196544276457916,True,54.64,45.36,104.31,104.33,4.31,100.0,"Bet $54.64 Over @ draftkings, $45.36 Under @ fanatics",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,3
James Harden,player_assists,5.5,178,fanduel,0.3597122302158273,-152,williamhill_us,0.6031746031746031,0.9628868333904305,3.8543643263757144,True,37.36,62.64,103.86,103.85,3.85,100.0,"Bet $37.36 Over @ fanduel, $62.64 Under @ williamhill_us",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,4
Kevin Durant,player_rebounds,1.5,145,draftkings,0.40816326530612246,-130,fanatics,0.5652173913043478,0.9733806566104702,2.734731084776665,True,41.93,58.07,102.73,102.74,2.73,100.0,"Bet $41.93 Over @ draftkings, $58.07 Under @ fanatics",Houston Rockets @ Dallas Mavericks,2025-12-07T01:41:00Z,2
Anthony Edwards,player_rebounds,6.5,-135,draftkings,0.574468085106383,150,fanatics,0.4,0.974468085106383,2.6200873362445254,True,58.95,41.05,102.62,102.62,2.62,100.0,"Bet $58.95 Over @ draftkings, $41.05 Under @ fanatics",Los Angeles Clippers @ Minnesota Timberwolves,2025-12-07T01:11:00Z,3
Naji Marshall,player_rebounds,1.5,-135,draftkings,0.574468085106383,140,fanatics,0.4166666666666667,0.9911347517730498,0.8944543828264706,True,57.96,42.04,100.89,100.9,0.89,100.0,"Bet $57.96 Over @ draftkings, $42.04 Under @ fanatics",Houston Rockets @ Dallas Mavericks,2025-12-07T01:41:00Z,2
