player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Lauri Markkanen,player_points_rebounds_assists,37.5,120.0,bovada,0.45454545454545453,-110.0,draftkings,0.5238095238095238,0.9783549783549783,2.212389380530988,True,46.46,53.54,102.21,102.21,2.21,100.0,"Bet $46.46 Over @ bovada, $53.54 Under @ draftkings",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,3.3,0.27,2025-12-16T03:49:12Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points,35.5,102.0,fanduel,0.49504950495049505,100.0,draftkings,0.5,0.995049504950495,0.4975124378109541,True,49.75,50.25,100.5,100.5,0.5,100.0,"Bet $49.75 Over @ fanduel, $50.25 Under @ draftkings",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.95,0.27,2025-12-16T03:51:33Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.95,False,,False
Kyle Filipowski,player_points_rebounds_assists,22.5,-130.0,draftkings,0.5652173913043478,130.0,bovada,0.43478260869565216,1.0,0.0,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,3.3,2025-12-16T03:52:14Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_threes,1.5,230.0,draftkings,0.30303030303030304,-240.0,bovada,0.7058823529411765,1.0089126559714796,-0.8833922261484162,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.27,3.3,2025-12-16T03:52:14Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_rebounds,5.5,-138.0,fanduel,0.5798319327731093,130.0,fanatics,0.43478260869565216,1.0146145414687615,-1.4404033129276295,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.95,1.48,2025-12-16T03:51:33Z,2025-12-16T03:51:01Z,2025-12-15 22:52:29 ET,1.48,False,,False
Cooper Flagg,player_rebounds,6.5,140.0,draftkings,0.4166666666666667,-150.0,bovada,0.6,1.0166666666666666,-1.6393442622950727,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.27,3.3,2025-12-16T03:52:14Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points,13.5,-105.0,bovada,0.5121951219512195,-102.0,fanduel,0.504950495049505,1.0171456170007245,-1.6856600189933513,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,3.3,0.95,2025-12-16T03:49:12Z,2025-12-16T03:51:33Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points,24.5,-120.0,draftkings,0.5454545454545454,110.0,bovada,0.47619047619047616,1.0216450216450217,-2.1186440677966156,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.27,3.3,2025-12-16T03:52:14Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points_rebounds_assists,21.5,-110.0,draftkings,0.5238095238095238,100.0,bovada,0.5,1.0238095238095237,-2.3255813953488302,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,3.3,2025-12-16T03:52:14Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points,25.5,100.0,fanduel,0.5,-110.0,bovada,0.5238095238095238,1.0238095238095237,-2.3255813953488302,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.95,3.3,2025-12-16T03:51:33Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_threes,1.5,240.0,fanduel,0.29411764705882354,-280.0,draftkings,0.7368421052631579,1.0309597523219813,-3.003003003002991,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.95,0.27,2025-12-16T03:51:33Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.95,False,,False
Ace Bailey,player_rebounds,2.5,-195.0,draftkings,0.6610169491525424,168.0,fanduel,0.373134328358209,1.0341512775107513,-3.302348336594907,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.95,2025-12-16T03:52:14Z,2025-12-16T03:51:33Z,2025-12-15 22:52:29 ET,0.95,False,,False
Klay Thompson,player_threes,3.5,200.0,bovada,0.3333333333333333,-235.0,williamhill_us,0.7014925373134329,1.0348258706467661,-3.3653846153846145,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,3.3,7.02,2025-12-16T03:49:12Z,2025-12-16T03:45:29Z,2025-12-15 22:52:29 ET,7.02,True,"bovada, williamhill_us",False
Kyle Filipowski,player_points,12.5,100.0,draftkings,0.5,-115.0,fanatics,0.5348837209302325,1.0348837209302326,-3.370786516853941,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.27,1.48,2025-12-16T03:52:14Z,2025-12-16T03:51:01Z,2025-12-15 22:52:29 ET,1.48,False,,False
Cooper Flagg,player_points,35.5,-105.0,draftkings,0.5121951219512195,-110.0,williamhill_us,0.5238095238095238,1.0360046457607432,-3.4753363228699485,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.27,0.85,2025-12-16T03:52:14Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.85,False,,False
Cooper Flagg,player_assists,6.5,135.0,draftkings,0.425531914893617,-157.0,williamhill_us,0.6108949416342413,1.0364268565278583,-3.514657720265202,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.85,2025-12-16T03:52:14Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.85,False,,False
Kyle Filipowski,player_rebounds,8.5,-102.0,fanduel,0.504950495049505,-114.0,williamhill_us,0.5327102803738317,1.0376607754233367,-3.6293918316390172,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,4,0.95,0.85,2025-12-16T03:51:33Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.95,False,,False
Lauri Markkanen,player_threes,1.5,-175.0,draftkings,0.6363636363636364,148.0,fanduel,0.4032258064516129,1.0395894428152492,-3.8081805359661436,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.95,2025-12-16T03:52:14Z,2025-12-16T03:51:33Z,2025-12-15 22:52:29 ET,0.95,False,,False
Keyonte George,player_rebounds,4.5,174.0,fanduel,0.36496350364963503,-209.0,williamhill_us,0.6763754045307443,1.0413389081803794,-3.969784270580501,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,3,0.95,0.85,2025-12-16T03:51:33Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.95,False,,False
Lauri Markkanen,player_rebounds,9.5,130.0,draftkings,0.43478260869565216,-162.0,williamhill_us,0.6183206106870229,1.053103219382675,-5.042546485975419,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.85,2025-12-16T03:52:14Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.85,False,,False
Kyle Filipowski,player_points,11.5,-132.0,fanduel,0.5689655172413793,105.0,bovada,0.4878048780487805,1.05677039529016,-5.3720652606446535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.95,3.3,2025-12-16T03:51:33Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_steals,1.5,170.0,draftkings,0.37037037037037035,-220.0,draftkings,0.6875,1.0578703703703702,-5.470459518599546,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Isaiah Collier,player_rebounds,1.5,110.0,draftkings,0.47619047619047616,-140.0,draftkings,0.5833333333333334,1.0595238095238095,-5.61797752808989,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Lauri Markkanen,player_steals,3.5,270.0,draftkings,0.2702702702702703,-375.0,draftkings,0.7894736842105263,1.0597439544807967,-5.637583892617459,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Isaiah Collier,player_assists,6.5,154.0,fanduel,0.3937007874015748,-200.0,williamhill_us,0.6666666666666666,1.0603674540682415,-5.693069306930698,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.95,0.85,2025-12-16T03:51:33Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.95,False,,False
Isaiah Collier,player_assists,5.5,-200.0,draftkings,0.6666666666666666,154.0,draftkings,0.3937007874015748,1.0603674540682415,-5.693069306930698,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Kyle Filipowski,player_steals,0.5,260.0,draftkings,0.2777777777777778,-360.0,draftkings,0.782608695652174,1.0603864734299517,-5.6947608200455635,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Keyonte George,player_steals,0.5,310.0,draftkings,0.24390243902439024,-445.0,draftkings,0.8165137614678899,1.0604162004922801,-5.697404515720617,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Ace Bailey,player_steals,0.5,310.0,draftkings,0.24390243902439024,-445.0,draftkings,0.8165137614678899,1.0604162004922801,-5.697404515720617,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Klay Thompson,player_steals,1.5,310.0,draftkings,0.24390243902439024,-445.0,draftkings,0.8165137614678899,1.0604162004922801,-5.697404515720617,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Klay Thompson,player_rebounds,2.5,145.0,draftkings,0.40816326530612246,-188.0,fanduel,0.6527777777777778,1.0609410430839001,-5.744055570398066,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.95,2025-12-16T03:52:14Z,2025-12-16T03:51:33Z,2025-12-15 22:52:29 ET,0.95,False,,False
Naji Marshall,player_steals,1.5,145.0,draftkings,0.40816326530612246,-188.0,draftkings,0.6527777777777778,1.0609410430839001,-5.744055570398066,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Brice Sensabaugh,player_rebounds,1.5,-188.0,draftkings,0.6527777777777778,145.0,draftkings,0.40816326530612246,1.0609410430839001,-5.744055570398066,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Brice Sensabaugh,player_steals,0.5,280.0,draftkings,0.2631578947368421,-395.0,draftkings,0.797979797979798,1.06113769271664,-5.761523046092176,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Brice Sensabaugh,player_threes,0.5,135.0,draftkings,0.425531914893617,-175.0,draftkings,0.6363636363636364,1.0618955512572534,-5.828779599271405,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Naji Marshall,player_threes,0.5,160.0,draftkings,0.38461538461538464,-210.0,draftkings,0.6774193548387096,1.0620347394540943,-5.841121495327107,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Anthony Davis,player_points_rebounds_assists,39.5,105.0,bovada,0.4878048780487805,-135.0,bovada,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points,24.5,105.0,bovada,0.4878048780487805,-135.0,bovada,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points_rebounds_assists,34.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_threes,2.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kevin Love,player_points_rebounds_assists,13.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_rebounds,4.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points,12.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_rebounds,11.5,105.0,bovada,0.4878048780487805,-135.0,bovada,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points,11.5,105.0,bovada,0.4878048780487805,-135.0,bovada,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points_rebounds_assists,23.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_assists,4.5,105.0,bovada,0.4878048780487805,-135.0,bovada,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points,18.5,-135.0,bovada,0.574468085106383,105.0,bovada,0.4878048780487805,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points_rebounds_assists,15.5,-190.0,bovada,0.6551724137931034,145.0,bovada,0.40816326530612246,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points,10.5,-190.0,bovada,0.6551724137931034,145.0,bovada,0.40816326530612246,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points,26.5,145.0,bovada,0.40816326530612246,-190.0,bovada,0.6551724137931034,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Klay Thompson,player_points_rebounds_assists,15.5,-190.0,bovada,0.6551724137931034,145.0,bovada,0.40816326530612246,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points,21.5,-190.0,bovada,0.6551724137931034,145.0,bovada,0.40816326530612246,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Klay Thompson,player_points,13.5,145.0,bovada,0.40816326530612246,-190.0,bovada,0.6551724137931034,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points_rebounds_assists,26.5,-190.0,bovada,0.6551724137931034,145.0,bovada,0.40816326530612246,1.0633356790992259,-5.956320317670416,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points,9.5,-170.0,bovada,0.6296296296296297,130.0,bovada,0.43478260869565216,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points,17.5,-170.0,bovada,0.6296296296296297,130.0,bovada,0.43478260869565216,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
