player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Julius Randle,player_rebounds,7.5,130,bovada,0.43478260869565216,116,fanduel,0.46296296296296297,0.8977455716586151,11.39013452914799,True,48.43,51.57,111.39,111.39,11.39,100.0,"Bet $48.43 Over @ bovada, $51.57 Under @ fanduel",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,5
Jaden McDaniels,player_points,16.5,165,bovada,0.37735849056603776,-112,fanduel,0.5283018867924528,0.9056603773584906,10.416666666666675,True,41.67,58.33,110.43,110.41,10.41,100.0,"Bet $41.67 Over @ bovada, $58.33 Under @ fanduel",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,5
Julius Randle,player_points,24.5,170,bovada,0.37037037037037035,-122,draftkings,0.5495495495495496,0.91991991991992,8.70511425462459,True,40.26,59.74,108.7,108.71,8.7,100.0,"Bet $40.26 Over @ bovada, $59.74 Under @ draftkings",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
Julius Randle,player_points,23.5,140,bovada,0.41666666666666663,-110,betmgm,0.5238095238095238,0.9404761904761905,6.329113924050644,True,44.3,55.7,106.32,106.34,6.32,100.0,"Bet $44.30 Over @ bovada, $55.70 Under @ betmgm",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,5
Jaden McDaniels,player_points,15.5,130,bovada,0.4347826086956521,-105,betmgm,0.5121951219512195,0.9469777306468716,5.599104143337064,True,45.91,54.09,105.59,105.6,5.59,100.0,"Bet $45.91 Over @ bovada, $54.09 Under @ betmgm",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
Naz Reid,player_points,15.5,130,bovada,0.4347826086956521,-106,williamhill_us,0.5145631067961165,0.9493457154917686,5.33570475767009,True,45.8,54.2,105.34,105.33,5.33,100.0,"Bet $45.80 Over @ bovada, $54.20 Under @ williamhill_us",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,5
Donte DiVincenzo,player_assists,4.5,155,bovada,0.392156862745098,-126,draftkings,0.5575221238938053,0.9496789866389033,5.2987392654851195,True,41.29,58.71,105.29,105.31,5.29,100.0,"Bet $41.29 Over @ bovada, $58.71 Under @ draftkings",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,6
Naz Reid,player_points,16.5,160,bovada,0.3846153846153847,-130,betmgm,0.5652173913043478,0.9498327759197325,5.2816901408450745,True,40.49,59.51,105.27,105.29,5.27,100.0,"Bet $40.49 Over @ bovada, $59.51 Under @ betmgm",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
Jaden McDaniels,player_points_rebounds_assists,23.5,125,bovada,0.4444444444444444,-105,betmgm,0.5121951219512195,0.9566395663956639,4.532577903682711,True,46.46,53.54,104.54,104.53,4.53,100.0,"Bet $46.46 Over @ bovada, $53.54 Under @ betmgm",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
Naz Reid,player_points_rebounds_assists,24.5,120,bovada,0.4545454545454546,-101,betonlineag,0.5024875621890548,0.9570330167345094,4.489603024574662,True,47.5,52.5,104.5,104.48,4.48,100.0,"Bet $47.50 Over @ bovada, $52.50 Under @ betonlineag",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
