player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
James Harden,player_threes,2.5,132,fanduel,0.43103448275862066,215,bovada,0.31746031746031744,0.7484948002189381,33.60146252285192,True,57.59,42.41,133.61,133.59,33.59,100.0,"Bet $57.59 Over @ fanduel, $42.41 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,1.6083277333333332,0.9083277333333334,1.6083277333333332,False,,2025-12-15 23:25:45 ET
Kris Dunn,player_assists,4.5,200,bovada,0.3333333333333333,128,fanduel,0.43859649122807015,0.7719298245614035,29.545454545454565,True,43.18,56.82,129.54,129.55,29.54,100.0,"Bet $43.18 Over @ bovada, $56.82 Under @ fanduel",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,0.9083277333333334,1.6083277333333332,1.6083277333333332,False,,2025-12-15 23:25:45 ET
Cam Spencer,player_assists,4.5,170,bovada,0.3703703703703704,142,fanduel,0.4132231404958678,0.7835935108662382,27.617187499999996,True,47.27,52.73,127.63,127.61,27.61,100.0,"Bet $47.27 Over @ bovada, $52.73 Under @ fanduel",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,2,0.9083277333333334,1.6083277333333332,1.6083277333333332,False,,2025-12-15 23:25:45 ET
P.J. Washington,player_threes,1.5,185,draftkings,0.3508771929824561,125,bovada,0.4444444444444444,0.7953216374269005,25.735294117647058,True,44.12,55.88,125.74,125.73,25.73,100.0,"Bet $44.12 Over @ draftkings, $55.88 Under @ bovada",Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,9.991661066666667,1.2083277333333333,9.991661066666667,True,draftkings,2025-12-15 23:25:45 ET
Santi Aldama,player_threes,1.5,180,draftkings,0.3571428571428572,125,bovada,0.4444444444444444,0.8015873015873016,24.752475247524753,True,44.55,55.45,124.74,124.76,24.74,100.0,"Bet $44.55 Over @ draftkings, $55.45 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,3,0.8249944,0.9083277333333334,0.9083277333333334,False,,2025-12-15 23:25:45 ET
Kevin Durant,player_threes,1.5,142,fanduel,0.4132231404958677,145,bovada,0.40816326530612246,0.8213864058019902,21.745379876796722,True,50.31,49.69,121.75,121.74,21.74,100.0,"Bet $50.31 Over @ fanduel, $49.69 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,0.5249944,1.5749944,1.5749944,False,,2025-12-15 23:25:45 ET
Jock Landale,player_points,7.5,100,fanduel,0.49999999999999994,205,bovada,0.32786885245901637,0.8278688524590163,20.79207920792081,True,60.4,39.6,120.8,120.78,20.78,100.0,"Bet $60.40 Over @ fanduel, $39.60 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,4,1.6083277333333332,0.9083277333333334,1.6083277333333332,False,,2025-12-15 23:25:45 ET
Cameron Johnson,player_points,10.5,104,fanduel,0.4901960784313726,190,bovada,0.3448275862068966,0.8350236646382692,19.757085020242915,True,58.7,41.3,119.75,119.77,19.75,100.0,"Bet $58.70 Over @ fanduel, $41.30 Under @ bovada",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,0.5249944,1.5749944,1.5749944,False,,2025-12-15 23:25:45 ET
John Collins,player_threes,0.5,-105,draftkings,0.5121951219512195,205,bovada,0.32786885245901637,0.8400639744102358,19.03855306996669,True,60.97,39.03,119.04,119.04,19.04,100.0,"Bet $60.97 Over @ draftkings, $39.03 Under @ bovada",Memphis Grizzlies @ Los Angeles Clippers,2025-12-16T03:41:00Z,3,0.8249944,0.9083277333333334,0.9083277333333334,False,,2025-12-15 23:25:45 ET
Jamal Murray,player_points,27.5,180,bovada,0.3571428571428572,100,fanduel,0.5,0.8571428571428572,16.66666666666665,True,41.67,58.33,116.68,116.66,16.66,100.0,"Bet $41.67 Over @ bovada, $58.33 Under @ fanduel",Houston Rockets @ Denver Nuggets,2025-12-16T02:43:00Z,3,1.5749944,0.5249944,1.5749944,False,,2025-12-15 23:25:45 ET
