player,market,line,best_over_odds,best_over_book,best_over_implied,best_over_last_update,best_under_odds,best_under_book,best_under_implied,best_under_last_update,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,game_is_live,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Kevin Durant,player_threes,2.5,175,bovada,0.36363636363636365,11:09:46 PM ET,165,draftkings,0.37735849056603776,11:10:21 PM ET,0.7409948542024014,34.953703703703695,True,49.07,50.93,134.94,134.96,34.94,100.0,"Bet $49.07 Over @ bovada, $50.93 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,1.0460744166666667,0.46274108333333336,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Amen Thompson,player_points,13.5,104,fanduel,0.49019607843137253,11:10:47 PM ET,200,bovada,0.3333333333333333,11:09:46 PM ET,0.8235294117647058,21.42857142857144,True,59.52,40.48,121.42,121.44,21.42,100.0,"Bet $59.52 Over @ fanduel, $40.48 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.02940775,1.0460744166666667,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Jabari Smith Jr,player_threes,2.5,135,bovada,0.425531914893617,11:09:46 PM ET,140,draftkings,0.4166666666666667,11:10:21 PM ET,0.8421985815602837,18.736842105263165,True,50.53,49.47,118.75,118.73,18.73,100.0,"Bet $50.53 Over @ bovada, $49.47 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,1.0460744166666667,0.46274108333333336,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Dennis Schroder,player_points,9.5,-105,draftkings,0.5121951219512195,11:10:21 PM ET,190,bovada,0.3448275862068966,11:09:46 PM ET,0.8570227081581161,16.683022571148175,True,59.76,40.24,116.67,116.7,16.67,100.0,"Bet $59.76 Over @ draftkings, $40.24 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,0.46274108333333336,1.0460744166666667,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Russell Westbrook,player_points,17.5,180,bovada,0.3571428571428571,11:09:46 PM ET,-110,draftkings,0.5238095238095238,11:10:21 PM ET,0.8809523809523809,13.513513513513509,True,40.54,59.46,113.51,113.51,13.51,100.0,"Bet $40.54 Over @ bovada, $59.46 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,1.0460744166666667,0.46274108333333336,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Reed Sheppard,player_assists,3.5,120,bovada,0.45454545454545453,11:09:46 PM ET,134,fanduel,0.42735042735042733,11:10:47 PM ET,0.8818958818958819,13.39207048458151,True,51.54,48.46,113.39,113.4,13.39,100.0,"Bet $51.54 Over @ bovada, $48.46 Under @ fanduel",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,4,1.0460744166666667,0.02940775,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Amen Thompson,player_points_rebounds_assists,26.5,-110,draftkings,0.5238095238095237,11:10:21 PM ET,140,bovada,0.4166666666666667,11:09:46 PM ET,0.9404761904761905,6.329113924050644,True,55.7,44.3,106.34,106.32,6.32,100.0,"Bet $55.70 Over @ draftkings, $44.30 Under @ bovada",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,2,0.46274108333333336,1.0460744166666667,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Maxime Raynaud,player_points,16.5,165,bovada,0.37735849056603776,11:09:46 PM ET,-135,draftkings,0.574468085106383,11:10:21 PM ET,0.9518265756724208,5.061155630535641,True,39.65,60.35,105.07,105.05,5.05,100.0,"Bet $39.65 Over @ bovada, $60.35 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,1.0460744166666667,0.46274108333333336,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Keegan Murray,player_threes,1.5,-145,bovada,0.5918367346938775,11:09:46 PM ET,150,draftkings,0.4,11:10:21 PM ET,0.9918367346938776,0.8230452674897082,True,59.67,40.33,100.82,100.82,0.82,100.0,"Bet $59.67 Over @ bovada, $40.33 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,1.0460744166666667,0.46274108333333336,1.0460744166666667,False,,2025-12-21 23:10:48 ET
Amen Thompson,player_assists,8.5,112,fanduel,0.4716981132075472,11:10:47 PM ET,-110,draftkings,0.5238095238095238,11:10:21 PM ET,0.995507637017071,0.4512635379061436,True,47.38,52.62,100.45,100.46,0.45,100.0,"Bet $47.38 Over @ fanduel, $52.62 Under @ draftkings",Houston Rockets @ Sacramento Kings,2025-12-22T03:10:00Z,True,3,0.02940775,0.46274108333333336,0.46274108333333336,False,,2025-12-21 23:10:48 ET
