player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Tre Johnson,player_points_rebounds_assists,15.5,100,betonlineag,0.49999999999999994,115,bovada,0.46511627906976744,0.9651162790697674,3.6144578313253017,True,51.81,48.19,103.62,103.61,3.61,100.0,"Bet $51.81 Over @ betonlineag, $48.19 Under @ bovada",Cleveland Cavaliers @ Washington Wizards,2025-12-13T00:10:00Z,2
Brandin Podziemski,player_threes,1.5,115,bovada,0.4651162790697675,-103,betrivers,0.5073891625615764,0.9725054416313439,2.8271881258098652,True,47.83,52.17,102.83,102.82,2.82,100.0,"Bet $47.83 Over @ bovada, $52.17 Under @ betrivers",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,7
Noah Clowney,player_threes,2.5,150,williamhill_us,0.4,-136,betrivers,0.576271186440678,0.976271186440678,2.430555555555558,True,40.97,59.03,102.42,102.43,2.42,100.0,"Bet $40.97 Over @ williamhill_us, $59.03 Under @ betrivers",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,7
Brandon Williams,player_points,9.5,-106,betrivers,0.5145631067961165,115,bovada,0.46511627906976744,0.9796793858658839,2.0742106476146605,True,52.52,47.48,102.07,102.08,2.07,100.0,"Bet $52.52 Over @ betrivers, $47.48 Under @ bovada",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,6
Klay Thompson,player_threes,2.5,128,betonlineag,0.4385964912280702,-120,betrivers,0.5454545454545454,0.9840510366826156,1.620745542949753,True,44.57,55.43,101.62,101.62,1.62,100.0,"Bet $44.57 Over @ betonlineag, $55.43 Under @ betrivers",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,7
Ziaire Williams,player_threes,1.5,110,betonlineag,0.47619047619047616,-104,betrivers,0.5098039215686274,0.9859943977591036,1.4204545454545414,True,48.3,51.7,101.43,101.41,1.41,100.0,"Bet $48.30 Over @ betonlineag, $51.70 Under @ betrivers",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,7
Cedric Coward,player_points,14.5,-114,betonlineag,0.5327102803738317,120,betrivers,0.45454545454545453,0.9872557349192863,1.2908777969018903,True,53.96,46.04,101.29,101.29,1.29,100.0,"Bet $53.96 Over @ betonlineag, $46.04 Under @ betrivers",Utah Jazz @ Memphis Grizzlies,2025-12-13T01:10:00Z,6
Rudy Gobert,player_rebounds,9.5,-105,betrivers,0.5121951219512195,110,williamhill_us,0.47619047619047616,0.9883855981416957,1.1750881316098694,True,51.82,48.18,101.17,101.18,1.17,100.0,"Bet $51.82 Over @ betrivers, $48.18 Under @ williamhill_us",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,5
Bennedict Mathurin,player_threes,2.5,155,bovada,0.3921568627450981,-148,betrivers,0.5967741935483871,0.9889310562934852,1.1192836584585697,True,39.65,60.35,101.11,101.13,1.11,100.0,"Bet $39.65 Over @ bovada, $60.35 Under @ betrivers",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:10:00Z,7
Egor Demin,player_rebounds,3.5,125,betrivers,0.4444444444444444,-120,draftkings,0.5454545454545454,0.9898989898989898,1.0204081632653184,True,44.9,55.1,101.02,101.02,1.02,100.0,"Bet $44.90 Over @ betrivers, $55.10 Under @ draftkings",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,5
