player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Duop Reath,player_rebounds,1.5,114,draftkings,0.4672897196261682,128,williamhill_us,0.43859649122807015,0.9058862108542384,10.389140271493225,True,51.58,48.42,110.38,110.4,10.38,100.0,"Bet $51.58 Over @ draftkings, $48.42 Under @ williamhill_us",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,2
Jaylen Brown,player_rebounds,4.5,104,fanduel,0.49019607843137253,130,draftkings,0.43478260869565216,0.9249786871270247,8.110599078341018,True,53.0,47.0,108.12,108.1,8.1,100.0,"Bet $53.00 Over @ fanduel, $47.00 Under @ draftkings",Boston Celtics @ Milwaukee Bucks,2025-12-12T01:12:00Z,3
Jose Alvarado,player_rebounds,5.5,160,draftkings,0.3846153846153846,-120,fanduel,0.5454545454545454,0.93006993006993,7.518796992481214,True,41.35,58.65,107.51,107.52,7.51,100.0,"Bet $41.35 Over @ draftkings, $58.65 Under @ fanduel",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,3
Jabari Smith Jr,player_threes,1.5,150,draftkings,0.4,-118,fanduel,0.5412844036697247,0.9412844036697248,6.237816764132553,True,42.5,57.5,106.25,106.23,6.23,100.0,"Bet $42.50 Over @ draftkings, $57.50 Under @ fanduel",Los Angeles Clippers @ Houston Rockets,2025-12-12T01:12:00Z,2
Payton Pritchard,player_assists,6.5,100,draftkings,0.5,116,fanduel,0.46296296296296297,0.962962962962963,3.8461538461538325,True,51.92,48.08,103.84,103.85,3.84,100.0,"Bet $51.92 Over @ draftkings, $48.08 Under @ fanduel",Boston Celtics @ Milwaukee Bucks,2025-12-12T01:12:00Z,2
Deni Avdija,player_rebounds,7.5,116,fanduel,0.4629629629629629,-110,draftkings,0.5238095238095238,0.9867724867724867,1.3404825737265424,True,46.92,53.08,101.35,101.33,1.33,100.0,"Bet $46.92 Over @ fanduel, $53.08 Under @ draftkings",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,3
Amen Thompson,player_assists,6.5,165,draftkings,0.37735849056603776,-157,williamhill_us,0.6108949416342413,0.9882534322002791,1.1886189733303576,True,38.18,61.82,101.18,101.2,1.18,100.0,"Bet $38.18 Over @ draftkings, $61.82 Under @ williamhill_us",Los Angeles Clippers @ Houston Rockets,2025-12-12T01:12:00Z,3
Malik Monk,player_points_rebounds_assists,19.5,-110,betmgm,0.523809523809524,115,betrivers,0.46511627906976744,0.9889258028792913,1.119820828667395,True,52.97,47.03,101.12,101.11,1.11,100.0,"Bet $52.97 Over @ betmgm, $47.03 Under @ betrivers",Denver Nuggets @ Sacramento Kings,2025-12-12T03:10:00Z,3
Jordan Poole,player_assists,2.5,-110,draftkings,0.5238095238095237,114,fanduel,0.4672897196261682,0.991099243435692,0.8980691513246652,True,52.85,47.15,100.9,100.9,0.9,100.0,"Bet $52.85 Over @ draftkings, $47.15 Under @ fanduel",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,2
Gary Trent Jr,player_threes,3.5,-120,draftkings,0.5454545454545454,124,fanduel,0.44642857142857145,0.9918831168831168,0.8183306055646655,True,54.99,45.01,100.82,100.82,0.82,100.0,"Bet $54.99 Over @ draftkings, $45.01 Under @ fanduel",Boston Celtics @ Milwaukee Bucks,2025-12-12T01:12:00Z,2
Toumani Camara,player_threes,2.5,-102,fanduel,0.504950495049505,105,draftkings,0.4878048780487805,0.9927553730982854,0.7297494526879111,True,50.86,49.14,100.72,100.74,0.72,100.0,"Bet $50.86 Over @ fanduel, $49.14 Under @ draftkings",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,2
Kris Dunn,player_points,9.5,135,draftkings,0.4255319148936171,-132,fanduel,0.5689655172413793,0.9944974321349964,0.5533013648100216,True,42.79,57.21,100.56,100.55,0.55,100.0,"Bet $42.79 Over @ draftkings, $57.21 Under @ fanduel",Los Angeles Clippers @ Houston Rockets,2025-12-12T01:12:00Z,2
Malik Monk,player_points,13.5,-115,bovada,0.5348837209302325,117,betrivers,0.4608294930875576,0.9957132140177901,0.43052416316866626,True,53.72,46.28,100.43,100.43,0.43,100.0,"Bet $53.72 Over @ bovada, $46.28 Under @ betrivers",Denver Nuggets @ Sacramento Kings,2025-12-12T03:10:00Z,3
Kris Murray,player_rebounds,8.5,-138,fanduel,0.5798319327731092,140,draftkings,0.4166666666666667,0.9964985994397759,0.35137034434293835,True,58.19,41.81,100.36,100.34,0.34,100.0,"Bet $58.19 Over @ fanduel, $41.81 Under @ draftkings",Portland Trail Blazers @ New Orleans Pelicans,2025-12-12T01:10:00Z,2
