player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
OG Anunoby,player_points,17.5,125,bovada,0.4444444444444444,100,betmgm,0.5,0.9444444444444444,5.882352941176472,True,47.06,52.94,105.88,105.88,5.88,100.0,"Bet $47.06 Over @ bovada, $52.94 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.43187801666666664,0.8652113499999999,0.8652113499999999,False,,2025-12-16 18:30:45 ET
Stephon Castle,player_assists,6.5,180,bovada,0.3571428571428571,-143,betonlineag,0.588477366255144,0.9456202233980011,5.7506994093876385,True,37.77,62.23,105.76,105.75,5.75,100.0,"Bet $37.77 Over @ bovada, $62.23 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.43187801666666664,1.2318780166666667,1.2318780166666667,False,,2025-12-16 18:30:45 ET
Victor Wembanyama,player_rebounds,8.5,-125,betmgm,0.5555555555555556,155,bovada,0.39215686274509803,0.9477124183006536,5.517241379310356,True,58.62,41.38,105.52,105.52,5.52,100.0,"Bet $58.62 Over @ betmgm, $41.38 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.8652113499999999,0.43187801666666664,0.8652113499999999,False,,2025-12-16 18:30:45 ET
Victor Wembanyama,player_points,20.5,105,betmgm,0.4878048780487804,115,bovada,0.46511627906976744,0.9529211571185479,4.940476190476195,True,51.19,48.81,104.94,104.94,4.94,100.0,"Bet $51.19 Over @ betmgm, $48.81 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.8652113499999999,0.43187801666666664,0.8652113499999999,False,,2025-12-16 18:30:45 ET
Victor Wembanyama,player_points_rebounds_assists,33.5,108,betrivers,0.4807692307692307,110,bovada,0.47619047619047616,0.9569597069597069,4.4976076555024,True,50.24,49.76,104.5,104.5,4.5,100.0,"Bet $50.24 Over @ betrivers, $49.76 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.7818780166666667,0.43187801666666664,0.7818780166666667,False,,2025-12-16 18:30:45 ET
Victor Wembanyama,player_points_rebounds_assists,32.5,-110,draftkings,0.523809523809524,130,bovada,0.43478260869565216,0.958592132505176,4.3196544276457916,True,54.64,45.36,104.31,104.33,4.31,100.0,"Bet $54.64 Over @ draftkings, $45.36 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.6818780166666667,0.43187801666666664,0.6818780166666667,False,,2025-12-16 18:30:45 ET
OG Anunoby,player_points,16.5,100,bovada,0.5,116,betrivers,0.46296296296296297,0.962962962962963,3.8461538461538325,True,51.92,48.08,103.84,103.85,3.84,100.0,"Bet $51.92 Over @ bovada, $48.08 Under @ betrivers",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,0.43187801666666664,0.7818780166666667,0.7818780166666667,False,,2025-12-16 18:30:45 ET
Victor Wembanyama,player_assists,2.5,-139,betonlineag,0.5815899581589958,160,bovada,0.38461538461538464,0.9662053427743804,3.497668221185868,True,60.19,39.81,103.49,103.51,3.49,100.0,"Bet $60.19 Over @ betonlineag, $39.81 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,1.2318780166666667,0.43187801666666664,1.2318780166666667,False,,2025-12-16 18:30:45 ET
Josh Hart,player_steals,1.5,125,bovada,0.4444444444444444,-111,draftkings,0.5260663507109005,0.9705107951553449,3.038524145415078,True,45.79,54.21,103.03,103.05,3.03,100.0,"Bet $45.79 Over @ bovada, $54.21 Under @ draftkings",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.43187801666666664,0.6818780166666667,0.6818780166666667,False,,2025-12-16 18:30:45 ET
Mitchell Robinson,player_rebounds,6.5,105,bovada,0.4878048780487805,105,betonlineag,0.4878048780487805,0.975609756097561,2.5000000000000133,True,50.0,50.0,102.5,102.5,2.5,100.0,"Bet $50.00 Over @ bovada, $50.00 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.43187801666666664,1.2318780166666667,1.2318780166666667,False,,2025-12-16 18:30:45 ET
