player,away_team,home_team,game_time,market,prop_line,over_odds,under_odds,bookmaker,bookmaker_last_update,market_last_update,fetch_date,season,odds_api_event_id
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,-144,108,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-166,124,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,104,-138,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Moussa Diabate,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,10.5,-146,110,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Malik Monk,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-104,-128,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Ryan Kalkbrenner,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-118,-112,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Dylan Cardwell,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-114,-114,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-130,-102,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
DeMar DeRozan,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,124,-166,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,122,-162,fanduel,,2026-03-24T23:20:43Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Moussa Diabate,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,11.5,110,-140,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-125,-105,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Dylan Cardwell,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-120,-110,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,100,-130,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Devin Carter,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,105,-135,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-140,110,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Ryan Kalkbrenner,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-135,105,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-110,-120,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,-154,120,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,114,-145,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Malik Monk,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-135,105,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
DeMar DeRozan,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,110,-140,draftkings,,2026-03-24T23:19:24Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Ryan Kalkbrenner,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-117,-115,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Moussa Diabate,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,10.5,108,-148,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-113,-120,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-130,-105,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,100,-136,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-109,-125,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,9.5,100,-136,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Devin Carter,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,-106,-129,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Dylan Cardwell,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-110,-124,betrivers,,2026-03-24T23:09:54Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-101,-128,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,115,-149,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Malik Monk,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-143,110,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,118,-154,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
DeMar DeRozan,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-143,110,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-112,-115,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Ryan Kalkbrenner,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-127,-102,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Coby White,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,110,-143,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,9.5,102,-132,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Moussa Diabate,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,10.5,110,-143,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-125,-103,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Devin Carter,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,103,-133,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Dylan Cardwell,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-102,-127,betonlineag,,2026-03-24T23:10:58Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-170,130,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,110,-145,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Brandon Miller,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,6.5,200,-275,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,2.5,-220,165,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,105,-135,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Grant Williams,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,215,-300,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,-220,165,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-105,-125,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Kon Knueppel,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,180,-245,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,3.5,-240,175,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-115,-115,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
LaMelo Ball,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,165,-220,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,7.5,-230,170,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,8.5,-135,105,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,9.5,120,-160,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Maxime Raynaud,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,10.5,185,-250,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,4.5,-165,125,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
Miles Bridges,Sacramento Kings,Charlotte Hornets,2026-03-24T23:11:00Z,player_rebounds,5.5,115,-150,bovada,,2026-03-24T23:15:49Z,20260324T232108Z,2025-26,c4901bf9c9ebf81236d22ca4626b5a31
