game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_luck,home_luck,away_prior_luck,home_prior_luck,away_luck_cat,home_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
3536a3e857050d2dd6e2019ceb668f67,2025-10-26 17:03:00+00:00,8,CLE,NE,7.0,7.0,3.5-7,False,True,13,32,-19,False,True,0.1999999999999993,4.899999999999999,14.0,5.0,Lucky,Lucky,Lucky vs Lucky,Sun 2025-10-26 13:03 ET,False,n/a,n/a,n/a
40c2ebd9ddd5ce8ff5b1ada730bb1785,2025-10-26 20:25:00+00:00,8,DAL,DEN,3.5,3.5,3.5-7,False,True,24,44,-20,False,True,-0.8999999999999986,11.700000000000005,16.0,8.7,Lucky,Lucky,Lucky vs Lucky,Sun 2025-10-26 16:25 ET,False,n/a,n/a,n/a
53d4369464c66630f03a5d128cd39b08,2025-10-26 17:03:00+00:00,8,BUF,CAR,-7.0,7.0,3.5-7,True,False,40,9,31,True,False,9.5,-4.300000000000001,-8.100000000000001,-4.600000000000001,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-10-26 13:03 ET,False,n/a,n/a,n/a
6439b16f4a038f1c351dc3f1aef27471,2025-10-24 00:15:00+00:00,8,MIN,LAC,3.5,3.5,3.5-7,False,True,10,37,-27,False,True,-1.0999999999999996,8.8,-1.8999999999999984,1.8999999999999984,Neutral,Neutral,Neutral vs Neutral,Thu 2025-10-23 20:15 ET,False,n/a,n/a,n/a
7e3361e84d5223a8d210a887b249f247,2025-10-28 00:15:00+00:00,8,WAS,KC,11.0,11.0,7.5+,False,True,7,28,-21,False,True,-9.2,2.5,-1.8999999999999984,0.3000000000000007,Neutral,Neutral,Neutral vs Neutral,Mon 2025-10-27 20:15 ET,False,n/a,n/a,n/a
88187a33b007c088d75c6cd14c83086c,2025-10-26 20:25:00+00:00,8,TEN,IND,15.0,15.0,7.5+,False,True,14,38,-24,False,True,-6.399999999999999,11.0,-0.5999999999999996,9.1,Neutral,Lucky,Neutral vs Lucky,Sun 2025-10-26 16:25 ET,False,n/a,n/a,n/a
9c1f73e48ca9750f6e7d5d64874057c2,2025-10-26 17:00:00+00:00,8,NYJ,CIN,5.5,5.5,3.5-7,False,True,39,38,1,True,False,6.100000000000001,5.399999999999999,-6.0,4.100000000000001,Unlucky,Lucky,Unlucky vs Lucky,Sun 2025-10-26 13:00 ET,True,NYJ,5.5,"NYJ unlucky (-6.0), CIN lucky (+4.1)"
a061e80d1f50eab193b34d19f8e59f62,2025-10-26 17:03:00+00:00,8,CHI,BAL,2.5,2.5,0-3,False,True,16,30,-14,False,True,-4.899999999999999,7.100000000000001,4.300000000000001,-12.4,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-10-26 13:03 ET,True,BAL,-2.5,"BAL unlucky (-12.4), CHI lucky (+4.3)"
a8dd9bb0681692540d067bd0e9e66989,2025-10-26 20:05:00+00:00,8,TB,NO,-3.5,3.5,3.5-7,True,False,23,3,20,True,False,7.800000000000001,-8.1,-7.899999999999999,-3.1000000000000014,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-10-26 16:05 ET,False,n/a,n/a,n/a
a8ebe01e05675c109b53a97f653f8653,2025-10-26 17:03:00+00:00,8,NYG,PHI,7.0,7.0,3.5-7,False,True,20,38,-18,False,True,4.199999999999999,11.2,10.0,7.5,Lucky,Lucky,Lucky vs Lucky,Sun 2025-10-26 13:03 ET,False,n/a,n/a,n/a
abc4104a9ac597ce37d703613256fd6c,2025-10-26 17:03:00+00:00,8,SF,HOU,3.0,3.0,0-3,False,True,15,26,-11,False,True,-3.1999999999999997,0.0,-3.6999999999999993,-0.5,Unlucky,Neutral,Unlucky vs Neutral,Sun 2025-10-26 13:03 ET,False,n/a,n/a,n/a
ac02b1b59aa0623845378a02bc530c68,2025-10-26 17:00:00+00:00,8,MIA,ATL,7.0,7.0,3.5-7,False,True,34,10,24,True,False,6.399999999999999,-3.4000000000000004,-2.3000000000000007,-8.100000000000001,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-10-26 13:00 ET,False,n/a,n/a,n/a
fb900eef07307ebf5c1930341ecd852a,2025-10-27 00:20:00+00:00,8,GB,PIT,-3.0,3.0,0-3,True,False,35,25,10,True,False,4.300000000000001,8.8,2.1999999999999997,6.199999999999999,Neutral,Lucky,Neutral vs Lucky,Sun 2025-10-26 20:20 ET,False,n/a,n/a,n/a
