player,games,rim_attempts_pg,rim_fg_pct,rim_points_pg,recent_rim_pct,total_rim_attempts,streak
Julius Randle,35,6.942857142857143,61.72839506172839,8.571428571428571,55.88235294117647,243,-5.846042120551921
Deni Avdija,36,7.694444444444445,55.95667870036101,8.61111111111111,39.53488372093023,277,-16.42179497943078
Isaiah Jackson,28,4.714285714285714,60.60606060606061,5.714285714285714,45.83333333333333,132,-14.77272727272728
Immanuel Quickley,35,2.657142857142857,58.06451612903226,3.085714285714286,63.63636363636363,93,5.57184750733137
Ajay Mitchell,33,4.878787878787879,59.006211180124225,5.757575757575758,72.72727272727273,161,13.721061547148508
Trey Murphy III,33,5.121212121212121,69.23076923076923,7.090909090909091,73.68421052631578,169,4.453441295546554
Dillon Brooks,28,3.357142857142857,60.63829787234043,4.071428571428571,50.0,94,-10.63829787234043
Anthony Black,36,6.027777777777778,59.44700460829493,7.166666666666667,57.89473684210527,217,-1.552267766189665
Russell Westbrook,35,4.6,55.27950310559007,5.085714285714285,54.54545454545454,161,-0.7340485601355269
Josh Okogie,31,2.032258064516129,55.55555555555556,2.2580645161290325,81.81818181818183,63,26.26262626262627
Tony Bradley,26,2.4615384615384617,54.6875,2.6923076923076925,50.0,64,-4.6875
Robert Williams III,22,3.5454545454545454,76.92307692307693,5.454545454545454,72.22222222222221,78,-4.70085470085472
Herbert Jones,22,3.409090909090909,50.66666666666667,3.4545454545454546,50.0,75,-0.6666666666666714
Stephon Castle,26,5.961538461538462,62.58064516129033,7.461538461538462,60.0,155,-2.5806451612903274
Kevin Huerter,30,3.3666666666666667,67.32673267326733,4.533333333333333,60.0,101,-7.32673267326733
Cedric Coward,33,4.151515151515151,65.69343065693431,5.454545454545454,61.53846153846154,137,-4.154969118472771
Tobias Harris,23,3.8260869565217392,54.54545454545454,4.173913043478261,62.5,88,7.95454545454546
Payton Pritchard,34,1.8235294117647058,66.12903225806451,2.411764705882353,75.0,62,8.870967741935488
Branden Carlson,22,2.272727272727273,78.0,3.5454545454545454,88.88888888888889,50,10.888888888888886
Zion Williamson,20,12.75,59.21568627450981,15.1,66.66666666666666,255,7.4509803921568505
Kris Dunn,34,2.264705882352941,66.23376623376623,3.0,50.0,77,-16.233766233766232
Nikola Vučević,34,4.970588235294118,56.80473372781065,5.647058823529412,60.86956521739131,169,4.064831489580662
Naji Marshall,36,3.8333333333333335,67.3913043478261,5.166666666666667,70.83333333333334,138,3.4420289855072497
Jordan Goodwin,31,2.870967741935484,52.80898876404494,3.032258064516129,39.130434782608695,89,-13.678553981436245
Jaxson Hayes,26,3.230769230769231,80.95238095238095,5.230769230769231,94.73684210526315,84,13.784461152882201
Caris LeVert,26,1.9615384615384615,68.62745098039215,2.6923076923076925,77.77777777777779,51,9.150326797385631
Kristaps Porziņģis,15,3.4,58.82352941176471,4.0,73.33333333333333,51,14.509803921568619
Draymond Green,29,2.3448275862068964,60.29411764705882,2.8275862068965516,81.81818181818183,68,21.52406417112301
Pat Spencer,24,2.2083333333333335,49.056603773584904,2.1666666666666665,42.857142857142854,53,-6.1994609164420496
DeMar DeRozan,35,2.7714285714285714,65.97938144329896,3.657142857142857,70.0,97,4.020618556701038
Nae'Qwan Tomlin,25,3.32,60.24096385542169,4.0,45.45454545454545,83,-14.786418400876236
Jaylon Tyson,32,4.6875,59.333333333333336,5.5625,42.30769230769231,150,-17.02564102564103
Clint Capela,27,3.2222222222222223,55.172413793103445,3.5555555555555554,50.0,87,-5.172413793103445
Yves Missi,25,4.0,61.0,4.88,53.333333333333336,100,-7.666666666666664
Nickeil Alexander-Walker,35,5.314285714285714,56.451612903225815,6.0,41.37931034482759,186,-15.072302558398228
Jonathan Kuminga,18,5.0,56.666666666666664,5.666666666666667,35.294117647058826,90,-21.37254901960784
Aaron Gordon,13,5.153846153846154,68.65671641791045,7.076923076923077,69.44444444444444,67,0.7877280265339976
Andrew Wiggins,31,5.32258064516129,57.57575757575758,6.129032258064516,43.47826086956522,165,-14.09749670619236
Collin Gillespie,34,1.6470588235294117,53.57142857142857,1.7647058823529411,60.0,56,6.428571428571431
Jaylen Wells,34,2.411764705882353,54.87804878048781,2.6470588235294117,41.17647058823529,82,-13.70157819225252
Josh Hart,28,3.642857142857143,65.68627450980392,4.785714285714286,56.00000000000001,102,-9.686274509803916
Ryan Kalkbrenner,26,4.461538461538462,80.17241379310344,7.153846153846154,76.19047619047619,116,-3.981937602627255
Kyle Kuzma,33,5.545454545454546,63.387978142076506,7.03030303030303,76.66666666666667,183,13.278688524590166
Nique Clifford,28,1.8214285714285714,62.745098039215684,2.2857142857142856,50.0,51,-12.745098039215684
Jalen Williams,16,7.125,56.14035087719298,8.0,64.51612903225806,114,8.375778155065085
Brandin Podziemski,36,2.0833333333333335,64.0,2.6666666666666665,50.0,75,-14.0
Amen Thompson,32,8.46875,66.05166051660517,11.1875,70.0,271,3.9483394833948324
Josh Giddey,30,6.966666666666667,53.588516746411486,7.466666666666667,46.42857142857143,209,-7.159945317840055
Paolo Banchero,26,7.1923076923076925,60.42780748663101,8.692307692307692,63.829787234042556,187,3.401979747411545
Simone Fontecchio,33,1.696969696969697,48.214285714285715,1.6363636363636365,25.0,56,-23.214285714285715
Dru Smith,35,2.2857142857142856,48.75,2.2285714285714286,58.333333333333336,80,9.583333333333336
Aaron Wiggins,22,3.3636363636363638,51.35135135135135,3.4545454545454546,27.27272727272727,74,-24.078624078624077
Saddiq Bey,34,5.323529411764706,58.011049723756905,6.176470588235294,43.58974358974359,181,-14.421306134013314
Caleb Love,28,2.642857142857143,51.35135135135135,2.7142857142857144,64.28571428571429,74,12.934362934362944
Svi Mykhailiuk,32,1.9375,61.29032258064516,2.375,71.42857142857143,62,10.13824884792627
Patrick Williams,33,1.7878787878787878,38.983050847457626,1.393939393939394,60.0,59,21.016949152542374
Andre Drummond,29,4.0344827586206895,56.41025641025641,4.551724137931035,50.0,117,-6.410256410256409
Ryan Rollins,35,4.9714285714285715,59.195402298850574,5.885714285714286,47.61904761904761,174,-11.57635467980296
Austin Reaves,23,5.217391304347826,71.66666666666667,7.478260869565218,60.0,120,-11.666666666666671
Isaiah Stewart,32,4.5625,62.328767123287676,5.6875,79.16666666666666,146,16.83789954337898
Kevin Porter Jr.,16,4.5625,56.16438356164384,5.125,54.166666666666664,73,-1.9977168949771738
Day'Ron Sharpe,31,3.6451612903225805,69.91150442477876,5.096774193548387,62.5,113,-7.411504424778755
Kevin Durant,30,2.7333333333333334,71.95121951219512,3.933333333333333,80.0,82,8.048780487804876
Ivica Zubac,29,8.620689655172415,64.0,11.03448275862069,70.0,250,6.0
Kris Murray,33,2.787878787878788,59.78260869565217,3.3333333333333335,41.66666666666667,92,-18.1159420289855
Derik Queen,35,6.2,60.36866359447005,7.485714285714286,53.125,217,-7.24366359447005
Jarred Vanderbilt,21,2.4285714285714284,50.98039215686274,2.4761904761904763,62.5,51,11.519607843137258
Giannis Antetokounmpo,20,13.75,75.27272727272727,20.7,74.6268656716418,275,-0.6458616010854712
Jaden McDaniels,33,4.9393939393939394,58.895705521472394,5.818181818181818,53.84615384615385,163,-5.049551675318547
Mark Williams,29,6.310344827586207,68.30601092896174,8.620689655172415,58.620689655172406,183,-9.685321273789334
Noah Clowney,32,2.5625,54.87804878048781,2.8125,52.63157894736842,82,-2.2464698331193915
Ronald Holland II,31,3.935483870967742,56.557377049180324,4.451612903225806,69.23076923076923,122,12.673392181588902
Norman Powell,30,6.466666666666667,56.18556701030928,7.266666666666667,54.166666666666664,194,-2.0189003436426134
Zach LaVine,23,4.739130434782608,65.13761467889908,6.173913043478261,57.14285714285714,109,-7.994757536041945
Julian Champagnie,35,1.5142857142857142,69.81132075471697,2.1142857142857143,87.5,53,17.688679245283026
Christian Braun,11,5.454545454545454,63.33333333333333,6.909090909090909,66.66666666666666,60,3.3333333333333286
Onyeka Okongwu,36,5.388888888888889,63.91752577319587,6.888888888888889,45.16129032258064,194,-18.75623545061523
Moussa Diabaté,32,4.40625,65.24822695035462,5.75,63.1578947368421,141,-2.090332213512518
Brandon Miller,19,4.2631578947368425,56.79012345679012,4.842105263157895,53.57142857142857,81,-3.2186948853615505
Ayo Dosunmu,29,5.482758620689655,55.9748427672956,6.137931034482759,54.83870967741935,159,-1.136133089876246
Cason Wallace,34,2.5588235294117645,54.02298850574713,2.764705882352941,80.0,87,25.97701149425287
Deandre Ayton,28,6.5,74.72527472527473,9.714285714285714,72.0,182,-2.72527472527473
Victor Wembanyama,21,7.0,70.06802721088435,9.80952380952381,66.66666666666666,147,-3.4013605442176953
Wendell Carter Jr.,35,3.4571428571428573,67.76859504132231,4.685714285714286,86.66666666666667,121,18.898071625344357
Jose Alvarado,32,1.90625,59.01639344262295,2.25,70.0,61,10.983606557377051
Egor Dëmin,29,1.7241379310344827,52.0,1.793103448275862,46.15384615384615,50,-5.846153846153847
Karlo Matković,23,2.5217391304347827,70.6896551724138,3.5652173913043477,52.94117647058824,58,-17.748478701825555
Daniss Jenkins,25,2.32,53.44827586206896,2.48,100.0,58,46.55172413793104
Marvin Bagley III,27,5.62962962962963,67.10526315789474,7.555555555555555,67.64705882352942,152,0.5417956656346803
Pascal Siakam,35,6.371428571428571,64.12556053811659,8.17142857142857,76.47058823529412,223,12.345027697177528
Matas Buzelis,35,5.4,61.904761904761905,6.685714285714286,70.0,189,8.095238095238095
CJ McCollum,33,3.4242424242424243,49.557522123893804,3.393939393939394,52.94117647058824,113,3.383654346694435
Cooper Flagg,35,7.0,59.591836734693885,8.342857142857143,56.81818181818182,245,-2.773654916512065
Tre Jones,29,5.0344827586206895,61.64383561643836,6.206896551724138,56.52173913043478,146,-5.122096486003578
Andrew Nembhard,28,3.5357142857142856,58.58585858585859,4.142857142857143,68.18181818181817,99,9.595959595959584
Oso Ighodaro,32,2.9375,65.95744680851064,3.875,44.44444444444444,94,-21.513002364066196
Jonas Valančiūnas,33,3.242424242424242,66.35514018691589,4.303030303030303,100.0,107,33.64485981308411
Derrick White,33,2.4242424242424243,51.24999999999999,2.484848484848485,100.0,80,48.75000000000001
Nic Claxton,31,7.580645161290323,64.68085106382979,9.806451612903226,61.53846153846154,235,-3.1423895253682517
Santi Aldama,34,4.029411764705882,64.23357664233576,5.176470588235294,58.82352941176471,137,-5.4100472305710525
Goga Bitadze,31,3.0,77.41935483870968,4.645161290322581,76.47058823529412,93,-0.9487666034155637
Javonte Green,34,2.411764705882353,54.87804878048781,2.6470588235294117,57.14285714285714,82,2.2648083623693296
Gradey Dick,35,1.4857142857142858,61.53846153846154,1.8285714285714285,71.42857142857143,52,9.89010989010989
Jaylen Brown,32,7.0625,62.38938053097345,8.8125,64.70588235294117,226,2.3165018219677265
Mitchell Robinson,20,3.1,67.74193548387096,4.2,66.66666666666666,62,-1.0752688172043037
Luke Kornet,27,4.444444444444445,70.83333333333334,6.296296296296297,73.91304347826086,120,3.0797101449275175
De'Aaron Fox,26,4.8076923076923075,61.6,5.923076923076923,66.66666666666666,125,5.066666666666656
Ben Sheppard,25,2.08,50.0,2.08,44.44444444444444,52,-5.555555555555557
Tre Mann,22,2.5,43.63636363636363,2.1818181818181817,28.57142857142857,55,-15.064935064935064
Precious Achiuwa,28,4.178571428571429,54.700854700854705,4.571428571428571,55.55555555555556,117,0.8547008547008517
Cade Cunningham,32,8.09375,55.21235521235521,8.9375,47.368421052631575,259,-7.843934159723638
Pelle Larsson,27,3.037037037037037,60.97560975609756,3.7037037037037037,58.82352941176471,82,-2.152080344332852
Isaiah Hartenstein,24,5.416666666666667,73.84615384615385,8.0,47.61904761904761,130,-26.22710622710624
Jusuf Nurkić,29,4.931034482758621,55.94405594405595,5.517241379310345,68.96551724137932,143,13.02146129732337
Adem Bona,22,2.4545454545454546,55.55555555555556,2.727272727272727,63.63636363636363,54,8.080808080808076
Nikola Jokić,32,8.3125,71.42857142857143,11.875,60.416666666666664,266,-11.011904761904766
Michael Porter Jr.,27,5.222222222222222,71.63120567375887,7.481481481481482,63.33333333333333,141,-8.297872340425542
Jalen Smith,30,2.933333333333333,64.77272727272727,3.8,61.904761904761905,88,-2.867965367965361
Will Richard,31,1.7741935483870968,74.54545454545455,2.6451612903225805,63.63636363636363,55,-10.909090909090914
Anthony Davis,18,8.333333333333334,64.66666666666666,10.777777777777779,60.37735849056604,150,-4.289308176100619
Anfernee Simons,34,1.7352941176470589,52.54237288135594,1.8235294117647058,28.57142857142857,59,-23.97094430992737
Naz Reid,35,3.4285714285714284,64.16666666666667,4.4,68.42105263157895,120,4.254385964912274
Malik Monk,29,2.413793103448276,55.714285714285715,2.689655172413793,14.285714285714285,70,-41.42857142857143
Kyshawn George,27,3.111111111111111,58.333333333333336,3.6296296296296298,53.84615384615385,84,-4.487179487179489
Shaedon Sharpe,32,7.46875,60.66945606694561,9.0625,61.111111111111114,239,0.4416550441655076
Bennedict Mathurin,24,3.9583333333333335,48.421052631578945,3.8333333333333335,33.33333333333333,95,-15.087719298245617
Keyonte George,33,4.757575757575758,57.324840764331206,5.454545454545454,57.14285714285714,157,-0.18198362147406755
Rudy Gobert,35,6.085714285714285,72.76995305164318,8.857142857142858,78.78787878787878,213,6.017925736235597
Mikal Bridges,35,3.5142857142857142,73.17073170731707,5.142857142857143,66.66666666666666,123,-6.504065040650417
Anthony Edwards,28,6.607142857142857,67.56756756756756,8.928571428571429,74.28571428571429,185,6.718146718146727
Moses Moody,34,2.0588235294117645,57.14285714285714,2.3529411764705883,83.33333333333334,70,26.190476190476204
Myles Turner,34,2.3529411764705883,55.00000000000001,2.588235294117647,57.14285714285714,80,2.1428571428571317
Brandon Ingram,36,3.75,62.22222222222222,4.666666666666667,61.904761904761905,135,-0.31746031746031633
Jalen Duren,31,9.548387096774194,65.54054054054053,12.516129032258064,64.70588235294117,296,-0.8346581875993593
Bobby Portis,35,2.2285714285714286,55.12820512820513,2.4571428571428573,75.0,78,19.87179487179487
Tristan da Silva,32,2.78125,59.55056179775281,3.3125,38.46153846153847,89,-21.089023336214346
Trayce Jackson-Davis,22,3.727272727272727,59.756097560975604,4.454545454545454,65.21739130434783,82,5.461293743372224
Jay Huff,35,2.0285714285714285,70.4225352112676,2.857142857142857,71.42857142857143,71,1.00603621730383
Nikola Jokić,32,8.3125,71.42857142857143,11.875,60.416666666666664,266,-11.011904761904766
Scottie Barnes,36,7.138888888888889,62.64591439688716,8.944444444444445,56.25,257,-6.395914396887157
Jordan Clarkson,35,2.7142857142857144,60.0,3.257142857142857,41.66666666666667,95,-18.33333333333333
Ja Morant,18,5.944444444444445,55.140186915887845,6.555555555555555,59.523809523809526,107,4.38362260792168
Alex Sarr,24,8.041666666666666,60.62176165803109,9.75,67.74193548387096,193,7.120173825839871
Jeremiah Fears,36,6.638888888888889,51.46443514644351,6.833333333333333,62.06896551724138,239,10.604530370797868
Jared McCain,23,2.5217391304347827,41.37931034482759,2.0869565217391304,20.0,58,-21.379310344827587
Jock Landale,32,4.125,61.36363636363637,5.0625,75.0,132,13.636363636363633
Alperen Sengun,27,8.481481481481481,64.62882096069869,10.962962962962964,64.81481481481481,229,0.1859938541161199
Collin Sexton,27,4.148148148148148,65.17857142857143,5.407407407407407,57.89473684210527,112,-7.283834586466163
Jerami Grant,26,5.576923076923077,54.48275862068965,6.076923076923077,57.14285714285714,145,2.6600985221674875
LaMelo Ball,25,4.12,54.36893203883495,4.48,61.53846153846154,103,7.1695294996265915
Harrison Barnes,35,2.657142857142857,61.29032258064516,3.257142857142857,63.63636363636363,93,2.346041055718473
Kon Knueppel,34,3.2058823529411766,56.88073394495413,3.6470588235294117,71.42857142857143,109,14.5478374836173
Cam Whitmore,21,4.190476190476191,63.63636363636363,5.333333333333333,64.28571428571429,88,0.6493506493506587
Jarace Walker,36,2.3333333333333335,40.476190476190474,1.8888888888888888,45.45454545454545,84,4.978354978354979
Jarrett Allen,25,7.12,64.04494382022472,9.12,60.0,178,-4.0449438202247165
Paul Reed,24,2.9166666666666665,65.71428571428571,3.8333333333333335,71.42857142857143,70,5.714285714285722
Terance Mann,30,2.7333333333333334,57.3170731707317,3.1333333333333333,60.0,82,2.682926829268297
Ryan Dunn,27,3.2222222222222223,59.77011494252874,3.8518518518518516,58.333333333333336,87,-1.4367816091954069
De'Andre Hunter,32,2.5,60.0,3.0,44.44444444444444,80,-15.555555555555557
Neemias Queta,32,5.5625,73.59550561797754,8.1875,73.07692307692307,178,-0.5185825410544709
Jalen Brunson,32,5.34375,56.14035087719298,6.0,56.52173913043478,171,0.38138825324180203
Cameron Johnson,28,2.75,59.74025974025974,3.2857142857142856,47.05882352941176,77,-12.681436210847977
Dylan Harper,25,6.0,57.333333333333336,6.88,51.724137931034484,150,-5.609195402298852
Ochai Agbaji,27,2.7037037037037037,54.794520547945204,2.962962962962963,58.82352941176471,73,4.029008863819506
Jabari Smith Jr.,31,3.161290322580645,61.224489795918366,3.870967741935484,61.53846153846154,98,0.31397174254317406
Sion James,34,1.911764705882353,49.23076923076923,1.8823529411764706,53.84615384615385,65,4.615384615384613
Nikola Jović,23,2.9130434782608696,50.74626865671642,2.9565217391304346,50.0,67,-0.746268656716417
Mouhamed Gueye,32,1.90625,77.04918032786885,2.9375,50.0,61,-27.049180327868854
Rui Hachimura,27,2.5925925925925926,62.857142857142854,3.259259259259259,70.0,70,7.142857142857146
Brice Sensabaugh,32,1.8125,67.24137931034483,2.4375,92.3076923076923,58,25.06631299734748
Jabari Walker,27,2.037037037037037,56.36363636363636,2.2962962962962963,55.55555555555556,55,-0.8080808080808026
Bam Adebayo,27,4.407407407407407,62.18487394957983,5.481481481481482,67.85714285714286,119,5.67226890756303
Nick Richards,22,2.3636363636363638,50.0,2.3636363636363638,28.57142857142857,52,-21.42857142857143
Dyson Daniels,36,6.694444444444445,58.09128630705395,7.777777777777778,74.4186046511628,241,16.327318344108846
Jimmy Butler III,31,6.645161290322581,62.13592233009708,8.258064516129032,60.0,206,-2.135922330097081
Zach Edey,11,6.181818181818182,73.52941176470588,9.090909090909092,81.25,68,7.720588235294116
Jordan Poole,17,3.8823529411764706,50.0,3.8823529411764706,57.14285714285714,66,7.142857142857139
Danny Wolf,16,3.4375,49.09090909090909,3.375,50.0,55,0.9090909090909065
Ace Bailey,30,2.4,62.5,3.0,45.45454545454545,72,-17.045454545454547
Kawhi Leonard,24,3.9583333333333335,65.26315789473685,5.166666666666667,65.0,95,-0.2631578947368496
Miles Bridges,34,6.764705882352941,56.95652173913044,7.705882352941177,63.63636363636363,230,6.679841897233196
Tari Eason,18,3.2222222222222223,67.24137931034483,4.333333333333333,61.904761904761905,58,-5.3366174055829205
Jamal Shead,36,1.7777777777777777,45.3125,1.6111111111111112,58.333333333333336,64,13.020833333333336
Justin Champagnie,28,3.2142857142857144,60.0,3.857142857142857,65.51724137931035,90,5.517241379310349
Luka Garza,25,2.32,70.6896551724138,3.28,81.25,58,10.560344827586206
Steven Adams,25,4.04,49.504950495049506,4.0,53.333333333333336,101,3.8283828382838294
Kyle Filipowski,33,3.696969696969697,58.19672131147541,4.303030303030303,52.38095238095239,122,-5.815768930523021
Isaiah Collier,26,3.6153846153846154,59.57446808510638,4.3076923076923075,60.0,94,0.4255319148936181
Evan Mobley,31,6.774193548387097,65.23809523809524,8.838709677419354,67.56756756756756,210,2.329472329472324
Jaylen Clark,32,1.5625,56.00000000000001,1.75,70.0,50,13.999999999999993
Zaccharie Risacher,34,3.588235294117647,61.47540983606557,4.411764705882353,56.25,122,-5.225409836065573
Kentavious Caldwell-Pope,33,1.5151515151515151,48.0,1.4545454545454546,55.55555555555556,50,7.555555555555557
Chet Holmgren,30,5.633333333333334,72.7810650887574,8.2,71.42857142857143,169,-1.3524936601859707
Isaac Okoro,27,3.740740740740741,60.396039603960396,4.518518518518518,79.16666666666666,101,18.77062706270626
T.J. McConnell,24,2.4166666666666665,63.793103448275865,3.0833333333333335,71.42857142857143,58,7.635467980295566
Jalen Johnson,33,8.212121212121213,66.78966789667896,10.969696969696969,61.904761904761905,271,-4.8849059919170585
Jordan Walsh,26,2.6153846153846154,70.58823529411765,3.6923076923076925,80.0,68,9.411764705882348
Lauri Markkanen,29,8.03448275862069,64.37768240343348,10.344827586206897,65.3061224489796,233,0.928440045546111
Reed Sheppard,32,1.5625,62.0,1.9375,40.0,50,-22.0
VJ Edgecombe,29,5.551724137931035,55.27950310559007,6.137931034482759,63.888888888888886,161,8.60938578329882
Jeremy Sochan,19,2.736842105263158,59.61538461538461,3.263157894736842,38.46153846153847,52,-21.153846153846146
Bryce McGowens,19,3.526315789473684,49.25373134328358,3.473684210526316,30.76923076923077,67,-18.484500574052813
Jamal Murray,34,5.352941176470588,54.94505494505495,5.882352941176471,53.125,182,-1.8200549450549488
Franz Wagner,24,8.583333333333334,57.76699029126213,9.916666666666666,61.53846153846154,206,3.7714712471994076
Jakob Poeltl,21,4.619047619047619,76.28865979381443,7.0476190476190474,63.1578947368421,97,-13.13076505697233
Dennis Schröder,28,3.1785714285714284,47.19101123595505,3.0,50.0,89,2.8089887640449476
John Collins,33,4.606060606060606,71.71052631578947,6.606060606060606,82.6086956521739,152,10.898169336384441
Max Christie,34,2.3529411764705883,60.0,2.823529411764706,68.42105263157895,80,8.421052631578945
