player,game,game_time,market,line,bookmaker,over_odds,under_odds
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,draftkings,150,-195
Bilal Coulibaly,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,0.5,draftkings,-238,180
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,draftkings,135,-175
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,draftkings,110,-140
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,draftkings,114,-145
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,draftkings,-130,100
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,draftkings,-180,140
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,draftkings,-120,-110
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,fanduel,-166,130
Payton Pritchard,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,fanduel,-125,-102
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,fanduel,114,-146
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,fanduel,132,-170
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,fanduel,-113,-113
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,fanduel,-164,128
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,fanduel,-113,-113
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,fanduel,116,-148
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,bovada,-170,130
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,bovada,130,-170
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,bovada,110,-145
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,bovada,110,-145
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,bovada,-115,-115
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,bovada,-170,130
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,bovada,-115,-115
Payton Pritchard,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,bovada,-135,105
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betonlineag,128,-167
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betonlineag,-111,-116
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betonlineag,-175,135
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,betonlineag,109,-141
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betonlineag,-120,-108
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,betonlineag,134,-175
Bilal Coulibaly,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,0.5,betonlineag,-217,165
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betonlineag,-175,134
Sam Hauser,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betonlineag,117,-152
Payton Pritchard,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betonlineag,-130,101
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betmgm,105,-140
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betmgm,-120,-110
Bilal Coulibaly,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,0.5,betmgm,-225,160
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betmgm,-175,130
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,betmgm,120,-155
Sam Hauser,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betmgm,-110,-120
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,3.5,betmgm,105,-140
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betmgm,110,-145
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betmgm,-175,130
Payton Pritchard,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betmgm,-135,100
Jonas Valanciunas,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,0.5,betmgm,240,-350
Corey Kispert,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betmgm,115,-155
Jayson Tatum,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betrivers,120,-159
Jaylen Brown,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betrivers,-250,185
Derrick White,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betrivers,135,-182
Al Horford,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betrivers,195,-278
Jrue Holiday,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betrivers,195,-275
Jordan Poole,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,2.5,betrivers,-106,-125
Kyle Kuzma,Boston Celtics @ Washington Wizards,2024-10-24T23:10:00Z,player_threes,1.5,betrivers,-109,-121
Chris Paul,San Antonio Spurs @ Dallas Mavericks,2024-10-24T23:40:00Z,player_threes,1.5,draftkings,114,-145
