player,game,game_time,market,line,bookmaker,over_odds,under_odds
Darius Garland,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,2.5,betonlineag,-101,-128
Cody Martin,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,betonlineag,164,-217
Donovan Mitchell,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,3.5,betonlineag,-114,-114
Brandon Miller,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,4.5,betonlineag,-105,-123
Vasilije Micic,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,betonlineag,132,-172
Josh Green,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,betonlineag,122,-159
Brandon Miller,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,4.5,draftkings,-110,-120
Cody Martin,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,draftkings,165,-218
Darius Garland,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,2.5,draftkings,100,-130
Donovan Mitchell,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,3.5,draftkings,-120,-110
Josh Green,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,draftkings,120,-154
Vasilije Micic,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,draftkings,130,-168
Donovan Mitchell,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,3.5,williamhill_us,-121,-113
Darius Garland,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,2.5,williamhill_us,100,-137
Isaac Okoro,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,0.5,williamhill_us,-244,172
Evan Mobley,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,0.5,williamhill_us,108,-148
Darius Garland,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,2.5,fanduel,110,-140
Brandon Miller,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,4.5,fanduel,-104,-122
Cody Martin,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,fanduel,164,-215
Vasilije Micic,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,fanduel,140,-180
Donovan Mitchell,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,3.5,fanduel,-113,-113
Josh Green,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,fanduel,128,-164
Cody Martin,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,1.5,betmgm,165,-225
Brandon Miller,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,4.5,betmgm,100,-135
Evan Mobley,Cleveland Cavaliers @ Charlotte Hornets,2024-12-07T18:10:00Z,player_threes,0.5,betmgm,105,-140
