player,game,game_time,market,line,bookmaker,over_odds,under_odds
Jordan Poole,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,3.5,betonlineag,109,-141
Cameron Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,2.5,betonlineag,-172,133
Keon Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,-152,116
Bilal Coulibaly,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,146,-192
Alex Sarr,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,-112,-115
Kyshawn George,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,-179,136
Ziaire Williams,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,-135,105
Khris Middleton,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,betonlineag,-106,-122
Jordan Poole,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,3.5,draftkings,100,-130
Cameron Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,2.5,draftkings,-160,124
Kyshawn George,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,-180,140
Keon Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,-145,114
Ziaire Williams,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,-135,105
Alex Sarr,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,-120,-110
Khris Middleton,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,-110,-120
Bilal Coulibaly,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,draftkings,145,-188
Alex Sarr,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,-117,-117
Keon Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,-154,112
Khris Middleton,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,-113,-121
Bilal Coulibaly,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,143,-199
Kyshawn George,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,-184,133
Cameron Johnson,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,2.5,williamhill_us,-184,133
Ziaire Williams,Brooklyn Nets @ Washington Wizards,2025-02-25T00:10:00Z,player_threes,1.5,williamhill_us,-142,104
