player,game,game_time,market,line,bookmaker,under_odds,over_odds
Quentin Grimes,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,3.5,draftkings,-140,110
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,2.5,draftkings,114,-145
Justin Edwards,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,2.5,draftkings,-145,114
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,130,-166
Alex Sarr,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,120,-154
Jared Butler,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,-125,-105
Guerschon Yabusele,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,-140,110
AJ Johnson,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,-166,130
Justin Champagnie,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,draftkings,-210,160
Justin Champagnie,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,-217,164
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,2.5,betonlineag,119,-154
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,128,-167
Alex Sarr,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,118,-154
Justin Edwards,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,2.5,betonlineag,-135,104
Guerschon Yabusele,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,-143,110
Quentin Grimes,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,3.5,betonlineag,-143,110
AJ Johnson,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,-154,118
Jared Butler,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betonlineag,-116,-111
Jared Butler,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,1.5,betmgm,-118,-110
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-03-26T23:10:00Z,player_threes,2.5,betmgm,105,-140
