player,game,game_time,market,line,bookmaker,over_odds,under_odds
Kelly Oubre Jr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,-125,-102
Corey Kispert,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,2.5,fanduel,132,-170
Caleb Martin,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,108,-138
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,-113,-113
Tyrese Maxey,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,fanduel,-125,-102
Bilal Coulibaly,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,118,-150
Guerschon Yabusele,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,-142,112
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,fanduel,-108,-118
Alex Sarr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,fanduel,128,-164
Tyrese Maxey,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,betrivers,-143,108
Kelly Oubre Jr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,-115,-115
Guerschon Yabusele,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,-155,115
Caleb Martin,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,116,-155
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,-114,-117
Alex Sarr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,128,-175
Bilal Coulibaly,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,betrivers,123,-162
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,betrivers,-114,-117
Tyrese Maxey,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,draftkings,-140,110
Jordan Poole,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,3.5,draftkings,-105,-125
Corey Kispert,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,2.5,draftkings,120,-154
Guerschon Yabusele,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,draftkings,-154,120
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,draftkings,-125,-105
Kelly Oubre Jr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,draftkings,-120,-110
Caleb Martin,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,draftkings,-110,-120
Alex Sarr,Washington Wizards @ Philadelphia 76ers,2025-01-09T00:00:00Z,player_threes,1.5,draftkings,105,-135
