player,game,game_time,market,line,bookmaker,under_odds,over_odds
Jalen Brunson,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,betonlineag,-169,130
Josh Hart,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,betonlineag,-238,178
OG Anunoby,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,betonlineag,122,-159
Jalen Suggs,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,betonlineag,-133,103
Tristan da Silva,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,betonlineag,-120,-108
Mikal Bridges,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,betonlineag,-116,-111
Karl-Anthony Towns,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,betonlineag,103,-133
Kentavious Caldwell-Pope,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,betonlineag,-106,-122
Jalen Suggs,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,fanduel,-128,100
Mikal Bridges,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,fanduel,-118,-108
Jalen Brunson,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,fanduel,-166,130
Karl-Anthony Towns,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,fanduel,106,-136
OG Anunoby,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,fanduel,120,-154
Mikal Bridges,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,draftkings,100,-130
Jalen Suggs,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,draftkings,-145,114
Jalen Brunson,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,draftkings,-175,135
OG Anunoby,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,draftkings,114,-145
Karl-Anthony Towns,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,draftkings,110,-140
Tristan da Silva,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,draftkings,-105,-125
Kentavious Caldwell-Pope,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,draftkings,-120,-110
Josh Hart,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,draftkings,-200,154
Jalen Suggs,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,williamhill_us,-137,100
Anthony Black,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,0.5,williamhill_us,100,-137
Jalen Brunson,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,2.5,williamhill_us,-160,116
Miles McBride,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,1.5,williamhill_us,-103,-133
Cameron Payne,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,0.5,williamhill_us,159,-224
Jonathan Isaac,New York Knicks @ Orlando Magic,2024-12-28T00:10:00Z,player_threes,0.5,williamhill_us,100,-137
