player,game,game_time,market,line,bookmaker,over_odds,under_odds
Luka Doncic,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,3.5,fanduel,124,-160
LeBron James,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,fanduel,126,-162
Josh Green,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,fanduel,152,-196
Miles Bridges,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,fanduel,162,-210
Nick Smith Jr,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,fanduel,-180,140
Austin Reaves,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,fanduel,-146,114
LaMelo Ball,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,3.5,fanduel,102,-130
Rui Hachimura,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,fanduel,-154,120
Dalton Knecht,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,fanduel,-154,120
LaMelo Ball,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,3.5,draftkings,-105,-125
Luka Doncic,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,3.5,draftkings,120,-154
Austin Reaves,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,draftkings,-140,110
LeBron James,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,draftkings,120,-154
Miles Bridges,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,draftkings,145,-188
Nick Smith Jr,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,2.5,draftkings,145,-188
Rui Hachimura,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,draftkings,-160,124
Josh Green,Charlotte Hornets @ Los Angeles Lakers,2025-02-20T03:10:00Z,player_threes,1.5,draftkings,160,-210
