player,game,game_time,market,line,bookmaker,over_odds,under_odds
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,draftkings,-182,140
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,draftkings,-168,130
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,draftkings,-130,100
Josh Giddey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,0.5,draftkings,-248,185
Malik Beasley,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,3.5,draftkings,-110,-120
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,draftkings,135,-175
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,draftkings,100,-130
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,draftkings,145,-188
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,draftkings,115,-148
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,146,-192
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,betonlineag,-182,138
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,betonlineag,120,-156
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,-103,-125
Ayo Dosunmu,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,132,-172
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,-172,133
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,132,-172
Josh Giddey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,0.5,betonlineag,-250,186
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betonlineag,-123,-105
Malik Beasley,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,3.5,betonlineag,-109,-119
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,williamhill_us,-174,126
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,-108,-127
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,123,-169
Ayo Dosunmu,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,123,-169
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,139,-194
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,williamhill_us,114,-157
Josh Giddey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,0.5,williamhill_us,-244,172
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,-125,-109
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,williamhill_us,-166,120
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,100,-128
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,-128,100
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,152,-196
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,136,-174
Malik Beasley,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,3.5,fanduel,-108,-118
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,fanduel,-184,142
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,fanduel,122,-156
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,-172,134
Ayo Dosunmu,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,fanduel,134,-172
Josh Giddey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,0.5,betmgm,-250,180
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,-120,-110
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,-165,125
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,betmgm,-185,135
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,-105,-125
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,145,-200
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,130,-175
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,betmgm,120,-160
Ayo Dosunmu,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betmgm,130,-175
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betrivers,185,-250
Coby White,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,3.5,betrivers,-180,135
Nikola Vucevic,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betrivers,143,-195
Zach LaVine,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,2.5,betrivers,-275,195
Jaden Ivey,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betrivers,-127,-105
Tobias Harris,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betrivers,143,-195
Patrick Williams,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,betrivers,102,-136
Malik Beasley,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,3.5,betrivers,-315,220
Ayo Dosunmu,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,bovada,135,-180
Cade Cunningham,Chicago Bulls @ Detroit Pistons,2024-11-19T00:10:00Z,player_threes,1.5,bovada,-170,130
