player,game,game_time,market,line,bookmaker,over_odds,under_odds
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,fanduel,-166,124
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,fanduel,-122,-108
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,fanduel,-158,116
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,fanduel,146,-200
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,fanduel,130,-174
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,fanduel,146,-198
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,fanduel,-166,124
Tyrese Martin,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,fanduel,-188,140
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betonlineag,-172,133
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betonlineag,-120,-108
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betonlineag,-169,130
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betonlineag,-152,116
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betonlineag,118,-154
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betonlineag,146,-192
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betonlineag,141,-185
Andrew Nembhard,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,0.5,betonlineag,-233,175
Tyrese Martin,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betonlineag,-192,145
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,draftkings,-140,110
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,draftkings,-120,-110
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,draftkings,140,-180
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,draftkings,-180,140
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,draftkings,-166,130
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,draftkings,-166,130
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,draftkings,124,-160
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betmgm,-115,-115
Tyrese Martin,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betmgm,-165,125
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betmgm,-150,110
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betmgm,115,-150
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betmgm,-175,135
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betmgm,-185,135
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betmgm,135,-185
Andrew Nembhard,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,0.5,betmgm,-235,175
Trendon Watford,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,0.5,betmgm,110,-145
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,bovada,-185,140
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,bovada,-150,115
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,bovada,145,-190
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,bovada,-190,145
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,bovada,115,-150
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,bovada,-120,-110
Tyrese Martin,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,bovada,-185,140
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,bovada,140,-185
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betrivers,-200,148
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,betrivers,-143,108
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,betrivers,-190,140
Cameron Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,williamhill_us,-148,108
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,williamhill_us,-174,126
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,williamhill_us,139,-194
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,williamhill_us,143,-199
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,williamhill_us,-174,126
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,williamhill_us,116,-160
Tyrese Martin,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,williamhill_us,-184,133
Andrew Nembhard,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,1.5,williamhill_us,172,-244
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-22T21:10:00Z,player_threes,2.5,williamhill_us,-125,-109
Zaccharie Risacher,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,fanduel,-130,-102
Moses Moody,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,fanduel,-154,116
Quinten Post,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,fanduel,-172,128
Trae Young,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,fanduel,-120,-110
Brandin Podziemski,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,fanduel,-188,140
Draymond Green,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,149,-196
Trae Young,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betonlineag,-125,-103
Onyeka Okongwu,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betonlineag,-105,-123
Moses Moody,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,-167,127
Brandin Podziemski,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,-189,143
Zaccharie Risacher,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,-130,101
Quinten Post,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,-161,123
Dyson Daniels,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betonlineag,-141,108
Buddy Hield,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betonlineag,-102,-127
Jimmy Butler,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betonlineag,-164,125
Caris LeVert,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betonlineag,-132,102
Georges Niang,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betonlineag,128,-167
Jonathan Kuminga,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betonlineag,-196,149
Mouhamed Gueye,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betonlineag,-139,107
Trae Young,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,draftkings,-130,100
Buddy Hield,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,draftkings,-105,-125
Georges Niang,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,draftkings,130,-166
Brandin Podziemski,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,draftkings,-175,135
Moses Moody,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,draftkings,-175,135
Caris LeVert,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,draftkings,-120,-110
Zaccharie Risacher,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,draftkings,-115,-115
Draymond Green,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,draftkings,160,-210
Brandin Podziemski,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,-175,130
Jimmy Butler,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-160,120
Draymond Green,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,145,-190
Dyson Daniels,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-140,105
Zaccharie Risacher,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,-140,105
Mouhamed Gueye,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-145,105
Moses Moody,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,-165,125
Jonathan Kuminga,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-200,150
Buddy Hield,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betmgm,-105,-130
Caris LeVert,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,-135,100
Onyeka Okongwu,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-110,-120
Quinten Post,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,betmgm,-150,110
Georges Niang,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betmgm,125,-165
Trae Young,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,betmgm,-118,-110
Terance Mann,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,0.5,betmgm,-220,165
Brandin Podziemski,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,bovada,-210,155
Buddy Hield,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,bovada,100,-130
Caris LeVert,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,bovada,-135,105
Draymond Green,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,bovada,150,-200
Georges Niang,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,2.5,bovada,130,-170
Moses Moody,Golden State Warriors @ Atlanta Hawks,2025-03-22T23:10:00Z,player_threes,1.5,bovada,-170,130
