player,game,game_time,market,line,bookmaker,over_odds,under_odds
Cade Cunningham,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,-105,-125
Dyson Daniels,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,150,-198
Jaden Ivey,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,-125,-105
Jalen Johnson,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,115,-148
Tim Hardaway Jr,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,draftkings,-115,-115
Tobias Harris,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,135,-175
Trae Young,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,draftkings,-175,135
Zaccharie Risacher,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,draftkings,-125,-105
Cade Cunningham,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,-113,-113
Jalen Johnson,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,124,-158
Dyson Daniels,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,162,-210
Tobias Harris,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,138,-178
Zaccharie Risacher,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,-146,114
Tim Hardaway Jr,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,fanduel,-113,-113
Jaden Ivey,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,fanduel,-128,100
Trae Young,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,fanduel,-156,122
Tobias Harris,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,130,-169
Trae Young,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,betonlineag,-164,125
Jalen Johnson,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,117,-152
Cade Cunningham,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,-118,-110
Jaden Ivey,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,-123,-105
Dyson Daniels,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,152,-200
Zaccharie Risacher,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,betonlineag,-128,-101
Tim Hardaway Jr,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,betonlineag,-111,-116
Jalen Johnson,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,williamhill_us,110,-151
Zaccharie Risacher,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,williamhill_us,-131,-104
Tim Hardaway Jr,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,2.5,williamhill_us,-115,-119
Tobias Harris,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,1.5,williamhill_us,123,-169
Isaiah Stewart II,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,0.5,williamhill_us,112,-154
Dyson Daniels,Atlanta Hawks @ Detroit Pistons,2024-11-09T00:10:00Z,player_threes,0.5,williamhill_us,-234,165
