player,game,game_time,market,line,bookmaker,over_odds,under_odds
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,-115,-112
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,-110,-118
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,124,-161
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,-145,111
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,-143,110
Josh Green,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,141,-185
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,-139,107
Derrick Jones,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,0.5,betonlineag,-167,127
Amir Coffey,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,174,-233
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,140,-180
Josh Green,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,150,-194
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,104,-132
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,-136,106
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,-111,-115
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,-136,106
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,-150,118
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,-140,110
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,-130,100
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,-125,-105
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,120,-154
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,draftkings,-140,110
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,draftkings,-115,-115
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,-110,-118
Nicolas Batum,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,0.5,betmgm,-150,110
Derrick Jones,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,0.5,betmgm,-185,135
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,-150,110
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,-150,110
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,120,-160
Josh Green,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,135,-185
Kevin Porter Jr.,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,0.5,betmgm,145,-200
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,-125,-110
Amir Coffey,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,165,-225
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,-145,105
Amir Coffey,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,bovada,180,-245
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,bovada,-150,115
Josh Green,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,bovada,140,-185
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,bovada,-110,-120
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,bovada,-125,-105
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,bovada,130,-170
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,bovada,-145,110
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,bovada,-135,105
Josh Green,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,125,-167
Vasilije Micic,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,-143,108
Miles Bridges,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,-108,-124
Nick Smith Jr,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,145,-195
Norman Powell,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,-162,123
Kawhi Leonard,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,-120,-112
James Harden,Los Angeles Clippers @ Charlotte Hornets,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,-129,-104
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,141,-185
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,118,-154
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,-114,-114
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,-154,118
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,122,-159
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betonlineag,-145,112
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,betonlineag,-118,-110
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betonlineag,-196,149
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,130,-166
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,114,-146
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,-132,106
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,fanduel,-115,-111
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,-150,118
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,-113,-113
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,fanduel,142,-184
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,fanduel,146,-188
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,draftkings,-110,-120
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,-145,114
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,-140,110
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,124,-160
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,draftkings,130,-166
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,draftkings,-110,-120
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,draftkings,120,-154
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,draftkings,154,-200
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,115,-155
Ausar Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,0.5,betmgm,185,-250
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,-145,110
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,135,-185
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,-200,145
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,120,-160
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betmgm,-135,100
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,betmgm,-115,-115
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betmgm,-115,-115
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,bovada,-210,155
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,bovada,-150,115
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,bovada,-145,110
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,bovada,-125,-105
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,bovada,-120,-110
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,bovada,125,-165
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,bovada,125,-165
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,bovada,145,-190
Klay Thompson,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,-141,106
Spencer Dinwiddie,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,112,-150
Kyrie Irving,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,-143,110
P.J. Washington,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,-130,-103
Tim Hardaway Jr,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,128,-175
Cade Cunningham,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,2.5,betrivers,143,-195
Tobias Harris,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,1.5,betrivers,143,-195
Malik Beasley,Dallas Mavericks @ Detroit Pistons,2025-02-01T00:10:00Z,player_threes,3.5,betrivers,-114,-117
Nikola Vucevic,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,fanduel,-125,-102
Lonzo Ball,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,fanduel,116,-148
Coby White,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,fanduel,-122,-104
Josh Giddey,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,fanduel,140,-180
Scottie Barnes,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,fanduel,128,-164
R.J. Barrett,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,fanduel,-104,-122
Ayo Dosunmu,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,fanduel,-115,-108
Coby White,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,draftkings,-125,-105
Lonzo Ball,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,draftkings,105,-135
Immanuel Quickley,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,draftkings,130,-166
Gradey Dick,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,-166,130
Nikola Vucevic,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,-140,110
Patrick Williams,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,-140,110
Ayo Dosunmu,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,-125,-105
R.J. Barrett,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,-120,-110
Josh Giddey,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,120,-154
Scottie Barnes,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,draftkings,120,-154
Immanuel Quickley,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,betmgm,125,-165
Josh Giddey,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,125,-165
Jalen Smith,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,165,-225
Nikola Vucevic,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,-125,-105
Gradey Dick,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,-165,125
Lonzo Ball,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,betmgm,105,-140
Ayo Dosunmu,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,-135,100
Coby White,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,betmgm,-120,-110
Patrick Williams,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,-140,105
Matas Buzelis,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,0.5,betmgm,-200,150
R.J. Barrett,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,-110,-120
Scottie Barnes,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,1.5,betmgm,115,-155
Coby White,Chicago Bulls @ Toronto Raptors,2025-02-01T00:40:00Z,player_threes,2.5,betonlineag,-120,-108
