player,game,game_time,market,line,bookmaker,over_odds,under_odds
Miles Bridges,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,draftkings,-145,114
Jrue Holiday,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,fanduel,102,-130
Derrick White,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,fanduel,-150,118
Jaylen Brown,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,fanduel,112,-142
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,fanduel,-146,114
Jayson Tatum,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,fanduel,108,-136
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,betonlineag,-152,116
Miles Bridges,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,betonlineag,-141,109
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,williamhill_us,-145,106
Jayson Tatum,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,williamhill_us,-101,-135
Jaylen Brown,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,williamhill_us,-103,-133
Derrick White,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,williamhill_us,-166,120
Miles Bridges,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,-137,100
Jrue Holiday,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,108,-148
Derrick White,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,bovada,-170,130
Jaylen Brown,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,bovada,110,-145
Jayson Tatum,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,bovada,-105,-125
Jrue Holiday,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,bovada,100,-130
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,bovada,-150,115
Miles Bridges,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,bovada,-145,110
Jaylen Brown,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,betmgm,105,-140
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,betmgm,-150,110
Derrick White,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,betmgm,-165,125
Jayson Tatum,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,betmgm,-110,-120
Miles Bridges,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,betmgm,-150,110
Jrue Holiday,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,betmgm,110,-150
Josh Green,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,0.5,betmgm,-225,170
LaMelo Ball,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,betrivers,133,-180
Derrick White,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,betrivers,155,-215
Jrue Holiday,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,betrivers,117,-155
Jayson Tatum,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,3.5,betrivers,225,-315
Al Horford,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,1.5,betrivers,-137,102
Jaylen Brown,Boston Celtics @ Charlotte Hornets,2024-11-01T23:10:00Z,player_threes,2.5,betrivers,-265,190
Darius Garland,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,2.5,draftkings,114,-145
Dean Wade,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,draftkings,110,-140
Donovan Mitchell,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,2.5,draftkings,-166,130
Kentavious Caldwell-Pope,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,draftkings,-115,-115
Wendell Carter Jr,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,draftkings,170,-220
Darius Garland,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,2.5,fanduel,124,-158
Dean Wade,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,fanduel,116,-148
Donovan Mitchell,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,2.5,fanduel,-172,134
Dean Wade,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,108,-148
Caris LeVert,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,0.5,williamhill_us,-184,133
Georges Niang,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,118,-163
Wendell Carter Jr,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,152,-214
Sam Merrill,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,1.5,williamhill_us,-117,-117
Donovan Mitchell,Orlando Magic @ Cleveland Cavaliers,2024-11-01T23:10:00Z,player_threes,2.5,williamhill_us,-166,120
