player,game,game_time,market,line,bookmaker,over_odds,under_odds
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,145,-188
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,-142,110
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,126,-162
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,126,-162
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,draftkings,-105,-125
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,115,-148
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,113,-147
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,126,-164
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,136,-179
Jalen Wilson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,betonlineag,-118,-110
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,-108,-120
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,124,-161
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,-152,116
B.J. Boston Jr,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,109,-141
Ziaire Williams,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,betonlineag,-135,105
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,williamhill_us,-157,114
Jalen Wilson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,williamhill_us,-131,-104
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,williamhill_us,110,-151
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,williamhill_us,-113,-121
Ziaire Williams,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,williamhill_us,-139,102
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,williamhill_us,139,-194
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,williamhill_us,118,-163
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,williamhill_us,116,-160
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betmgm,-155,120
Jalen Wilson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,betmgm,-125,-105
B.J. Boston Jr,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betmgm,105,-145
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betmgm,115,-155
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betmgm,145,-190
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betmgm,-105,-125
Ziaire Williams,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,0.5,betmgm,-140,105
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betmgm,125,-165
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,fanduel,112,-142
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,fanduel,-148,116
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,fanduel,138,-178
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,fanduel,132,-170
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,fanduel,100,-128
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,fanduel,124,-158
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,bovada,115,-150
B.J. Boston Jr,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,bovada,110,-145
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,bovada,135,-180
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,bovada,130,-170
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,bovada,-135,105
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,bovada,120,-160
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,bovada,-105,-125
Cam Thomas,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betrivers,-250,185
Dorian Finney-Smith,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betrivers,100,-132
Cameron Johnson,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,3.5,betrivers,-143,108
Dennis Schroder,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betrivers,-240,175
Brandon Ingram,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,2.5,betrivers,-250,180
Jose Alvarado,Brooklyn Nets @ New Orleans Pelicans,2024-11-12T01:10:00Z,player_threes,1.5,betrivers,112,-150
Coby White,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,-154,120
Darius Garland,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,-120,-110
Donovan Mitchell,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,-168,130
Evan Mobley,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,0.5,draftkings,130,-168
Isaac Okoro,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,0.5,draftkings,-234,176
Josh Giddey,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,0.5,draftkings,-182,140
Nikola Vucevic,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,draftkings,160,-212
Patrick Williams,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,draftkings,105,-135
Zach LaVine,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,draftkings,120,-154
Zach LaVine,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,120,-156
Coby White,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,-147,114
Darius Garland,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,-118,-110
Isaac Okoro,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,0.5,betonlineag,-213,160
Patrick Williams,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,104,-135
Ayo Dosunmu,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,120,-156
Nikola Vucevic,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,152,-200
Caris LeVert,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,1.5,betonlineag,120,-156
Donovan Mitchell,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,2.5,betonlineag,-172,132
Evan Mobley,Cleveland Cavaliers @ Chicago Bulls,2024-11-12T01:10:00Z,player_threes,0.5,betonlineag,128,-167
