player,game,game_time,market,line,bookmaker,over_odds,under_odds
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,fanduel,-114,-118
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,fanduel,130,-174
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,fanduel,130,-174
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,fanduel,-162,122
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,fanduel,142,-192
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,fanduel,-125,-106
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,draftkings,-120,-110
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,draftkings,130,-166
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,draftkings,140,-180
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,draftkings,150,-195
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,-180,140
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,-125,-105
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,120,-154
Dennis Schroder,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,135,-175
Marcus Smart,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,145,-188
Khris Middleton,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,165,-215
Tobias Harris,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,draftkings,175,-230
Tobias Harris,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,182,-244
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,-192,145
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betonlineag,128,-167
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,115,-149
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,betonlineag,141,-185
Khris Middleton,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,186,-250
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betonlineag,-115,-112
Dennis Schroder,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,130,-169
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,-172,132
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,-123,-104
Marcus Smart,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betonlineag,134,-175
Isaiah Stewart II,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,0.5,betonlineag,298,-435
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,-174,126
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,williamhill_us,126,-174
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,-204,146
Marcus Smart,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,133,-184
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,-125,-109
Dennis Schroder,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,120,-166
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,williamhill_us,139,-194
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,williamhill_us,-117,-117
Khris Middleton,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,165,-234
Tobias Harris,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,172,-244
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,williamhill_us,112,-154
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betmgm,140,-190
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,120,-160
Isaiah Stewart II,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,0.5,betmgm,290,-450
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,-175,130
Marcus Smart,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,130,-165
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,betmgm,140,-190
Simone Fontecchio,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,0.5,betmgm,-160,120
Dennis Schroder,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,125,-165
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,-130,-105
Tobias Harris,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,175,-250
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betmgm,-120,-110
Khris Middleton,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,175,-235
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betmgm,-200,150
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betrivers,125,-167
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,betrivers,145,-200
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betrivers,-129,-104
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betrivers,-124,-108
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,betrivers,-157,117
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,betrivers,133,-180
Alex Sarr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,105,-135
Cade Cunningham,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,-210,155
Corey Kispert,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,-170,130
Dennis Schroder,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,130,-170
Jordan Poole,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,bovada,125,-165
Khris Middleton,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,180,-245
Kyshawn George,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,-130,100
Malik Beasley,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,3.5,bovada,-105,-125
Marcus Smart,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,130,-170
Tim Hardaway Jr,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,2.5,bovada,145,-190
Tobias Harris,Washington Wizards @ Detroit Pistons,2025-03-13T23:10:00Z,player_threes,1.5,bovada,190,-260
Austin Reaves,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,2.5,fanduel,-118,-114
Gabe Vincent,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,2.5,fanduel,134,-182
Damian Lillard,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,3.5,fanduel,100,-132
Luka Doncic,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,3.5,fanduel,-144,108
Taurean Prince,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,1.5,fanduel,-178,132
Brook Lopez,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,1.5,fanduel,116,-154
Kyle Kuzma,Los Angeles Lakers @ Milwaukee Bucks,2025-03-13T23:30:00Z,player_threes,1.5,fanduel,126,-168
