player,game,game_time,market,line,bookmaker,over_odds,under_odds
Nikola Vucevic,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,fanduel,-136,106
Coby White,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,fanduel,112,-142
Patrick Williams,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,fanduel,-136,106
Zach LaVine,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,2.5,fanduel,-113,-113
Brook Lopez,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,fanduel,-142,112
Taurean Prince,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,fanduel,-113,-113
Damian Lillard,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,fanduel,118,-150
Zach LaVine,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,2.5,betonlineag,-114,-114
Giannis Antetokounmpo,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,0.5,betonlineag,195,-263
Brook Lopez,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,betonlineag,-169,130
Coby White,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,betonlineag,113,-147
Patrick Williams,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,betonlineag,-143,110
Josh Giddey,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,betonlineag,161,-213
Damian Lillard,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,betonlineag,120,-156
Taurean Prince,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,betonlineag,-111,-116
Brook Lopez,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,draftkings,-142,110
Coby White,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,draftkings,120,-154
Damian Lillard,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,3.5,draftkings,126,-162
Giannis Antetokounmpo,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,0.5,draftkings,190,-255
Josh Giddey,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,draftkings,145,-188
Patrick Williams,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,draftkings,-135,105
Taurean Prince,Chicago Bulls @ Milwaukee Bucks,2024-11-21T00:40:00Z,player_threes,1.5,draftkings,-110,-120
