player,game,game_time,market,line,bookmaker,over_odds,under_odds
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,fanduel,148,-192
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,fanduel,-128,100
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,fanduel,112,-142
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,fanduel,140,-180
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betonlineag,109,-141
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betonlineag,139,-182
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betonlineag,128,-167
Cody Williams,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,0.5,betonlineag,-169,130
Keyonte George,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betonlineag,-114,-114
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betonlineag,-135,104
Harrison Barnes,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betonlineag,146,-192
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,draftkings,-135,105
Harrison Barnes,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,draftkings,145,-188
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,draftkings,140,-182
Keyonte George,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,draftkings,-115,-115
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,draftkings,105,-135
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,draftkings,130,-168
Harrison Barnes,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,williamhill_us,129,-179
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,williamhill_us,100,-137
Keyonte George,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,williamhill_us,-121,-113
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,williamhill_us,112,-154
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,williamhill_us,133,-184
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,williamhill_us,-145,106
Cody Williams,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,0.5,williamhill_us,-169,123
Cody Williams,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,0.5,betmgm,-165,125
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betmgm,110,-145
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betmgm,120,-160
Keyonte George,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betmgm,-120,-110
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betmgm,135,-185
Harrison Barnes,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betmgm,145,-190
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betmgm,-145,105
Lauri Markkanen,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betrivers,-286,205
Julian Champagnie,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,2.5,betrivers,-240,175
Victor Wembanyama,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betrivers,143,-195
Chris Paul,Utah Jazz @ San Antonio Spurs,2024-11-09T22:10:00Z,player_threes,1.5,betrivers,-132,-103
