player,game,game_time,market,line,bookmaker,over_odds,under_odds
Coby White,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,3.5,fanduel,142,-192
Kentavious Caldwell-Pope,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,fanduel,126,-168
Zach Collins,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,fanduel,148,-200
Paolo Banchero,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,fanduel,-138,104
Josh Giddey,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,fanduel,108,-144
Franz Wagner,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,fanduel,-146,110
Coby White,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,2.5,draftkings,-160,124
Paolo Banchero,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,draftkings,-154,120
Franz Wagner,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,draftkings,-130,100
Josh Giddey,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,draftkings,110,-140
Kentavious Caldwell-Pope,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,draftkings,130,-166
Cole Anthony,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,draftkings,160,-210
Zach Collins,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,0.5,draftkings,-238,180
Coby White,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,2.5,williamhill_us,-184,133
Josh Giddey,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,-103,-133
Kentavious Caldwell-Pope,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,116,-160
Cole Anthony,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,143,-199
Paolo Banchero,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,-154,112
Zach Collins,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,152,-214
Franz Wagner,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,williamhill_us,-142,104
Coby White,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,3.5,betonlineag,136,-179
Cole Anthony,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,152,-200
Wendell Carter Jr,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,0.5,betonlineag,-130,101
Franz Wagner,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,-141,109
Paolo Banchero,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,-156,120
Kentavious Caldwell-Pope,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,120,-156
Josh Giddey,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,-101,-128
Zach Collins,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betonlineag,164,-217
Zach Collins,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betrivers,150,-205
Josh Giddey,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betrivers,108,-143
Coby White,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,2.5,betrivers,-182,138
Franz Wagner,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betrivers,-150,112
Paolo Banchero,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betrivers,-139,105
Kentavious Caldwell-Pope,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betrivers,143,-195
Cole Anthony,Chicago Bulls @ Orlando Magic,2025-03-07T00:10:00Z,player_threes,1.5,betmgm,140,-190
