player,game,game_time,market,line,bookmaker,over_odds,under_odds
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betonlineag,149,-196
Jaden McDaniels,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,128,-167
Anthony Edwards,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,3.5,betonlineag,-109,-119
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betonlineag,-111,-116
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,-172,132
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,-114,-114
Julius Randle,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,113,-147
Mike Conley,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,-115,-112
Bennedict Mathurin,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,174,-233
Andrew Nembhard,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betonlineag,182,-244
Anthony Edwards,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,3.5,draftkings,100,-130
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,draftkings,-120,-110
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,draftkings,150,-195
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,-160,124
Mike Conley,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,-115,-115
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,-105,-125
Julius Randle,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,120,-154
Jaden McDaniels,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,124,-160
Bennedict Mathurin,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,draftkings,170,-220
Andrew Nembhard,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,0.5,draftkings,-195,150
Julius Randle,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,fanduel,116,-154
Anthony Edwards,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,3.5,fanduel,-106,-125
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,fanduel,-180,134
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,fanduel,-120,-110
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,fanduel,-114,-114
Jaden McDaniels,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,fanduel,134,-180
Mike Conley,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,fanduel,-114,-114
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,fanduel,152,-205
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betmgm,-110,-120
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,-120,-110
Mike Conley,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,-125,-105
Bennedict Mathurin,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,170,-225
Julius Randle,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,105,-145
Anthony Edwards,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,3.5,betmgm,-115,-118
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,-185,135
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betmgm,135,-185
Jaden McDaniels,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,125,-165
Andrew Nembhard,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betmgm,175,-235
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betrivers,-125,-106
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betrivers,102,-136
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,betrivers,-167,125
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,betrivers,140,-190
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,-185,140
Andrew Nembhard,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,185,-250
Anthony Edwards,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,3.5,bovada,-115,-115
Bennedict Mathurin,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,180,-245
Jaden McDaniels,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,130,-170
Julius Randle,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,115,-150
Mike Conley,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,-115,-115
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,bovada,140,-185
Pascal Siakam,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,bovada,-120,-110
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,bovada,-110,-120
Andrew Nembhard,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,williamhill_us,184,-264
Tyrese Haliburton,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,williamhill_us,-117,-117
Aaron Nesmith,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,1.5,williamhill_us,-174,126
Myles Turner,Minnesota Timberwolves @ Indiana Pacers,2025-03-24T23:10:00Z,player_threes,2.5,williamhill_us,139,-194
