player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Ace Bailey,player_assists,1.5,-190.0,betmgm,0.6551724137931034,140.0,betmgm,0.4166666666666667,1.0718390804597702,-6.702412868632712,False,,,,,,,Don't bet - bookmaker has edge,Los Angeles Lakers @ Utah Jazz,2025-11-24T01:10:00Z,2
Ace Bailey,player_assists,2.5,155.0,betonlineag,0.39215686274509803,-204.0,betonlineag,0.6710526315789473,1.0632094943240453,-5.945158942004358,False,,,,,,,Don't bet - bookmaker has edge,Los Angeles Lakers @ Utah Jazz,2025-11-24T01:10:00Z,1
Ajay Mitchell,player_assists,2.5,-240.0,bovada,0.7058823529411765,175.0,bovada,0.36363636363636365,1.0695187165775402,-6.500000000000005,False,,,,,,,Don't bet - bookmaker has edge,Portland Trail Blazers @ Oklahoma City Thunder,2025-11-24T00:10:00Z,1
Ajay Mitchell,player_assists,3.5,106.0,betonlineag,0.4854368932038835,-128.0,fanduel,0.5614035087719298,1.0468404019758133,-4.474454930035798,False,,,,,,,Don't bet - bookmaker has edge,Portland Trail Blazers @ Oklahoma City Thunder,2025-11-24T00:10:00Z,7
Alex Caruso,player_assists,2.5,125.0,fanatics,0.4444444444444444,-165.0,betmgm,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Portland Trail Blazers @ Oklahoma City Thunder,2025-11-24T00:10:00Z,2
Andre Drummond,player_assists,0.5,-250.0,betmgm,0.7142857142857143,175.0,betmgm,0.36363636363636365,1.077922077922078,-7.2289156626506035,False,,,,,,,Don't bet - bookmaker has edge,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,1
Andre Drummond,player_assists,1.5,155.0,fanatics,0.39215686274509803,-250.0,fanatics,0.7142857142857143,1.1064425770308124,-9.620253164556969,False,,,,,,,Don't bet - bookmaker has edge,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,1
Anfernee Simons,player_assists,2.5,-137.0,betonlineag,0.5780590717299579,110.0,betmgm,0.47619047619047616,1.054249547920434,-5.145797598627777,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Boston Celtics,2025-11-23T23:10:00Z,8
Anfernee Simons,player_assists,3.5,165.0,bovada,0.37735849056603776,-220.0,bovada,0.6875,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Boston Celtics,2025-11-23T23:10:00Z,1
Anthony Black,player_assists,2.5,-185.0,bovada,0.6491228070175439,140.0,bovada,0.4166666666666667,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Boston Celtics,2025-11-23T23:10:00Z,1
Anthony Black,player_assists,3.5,136.0,fanduel,0.423728813559322,-157.0,draftkings,0.6108949416342413,1.0346237551935633,-3.3465068842427392,False,,,,,,,Don't bet - bookmaker has edge,Orlando Magic @ Boston Celtics,2025-11-23T23:10:00Z,8
Austin Reaves,player_assists,4.5,-135.0,betmgm,0.574468085106383,122.0,fanduel,0.45045045045045046,1.0249185355568335,-2.431269870955688,False,,,,,,,Don't bet - bookmaker has edge,Los Angeles Lakers @ Utah Jazz,2025-11-24T01:10:00Z,6
Austin Reaves,player_assists,5.5,106.0,betrivers,0.4854368932038835,-141.0,betrivers,0.5850622406639004,1.0704991338677838,-6.5856320325142,False,,,,,,,Don't bet - bookmaker has edge,Los Angeles Lakers @ Utah Jazz,2025-11-24T01:10:00Z,1
Bam Adebayo,player_assists,2.5,-275.0,bovada,0.7333333333333333,200.0,bovada,0.3333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,1
Bam Adebayo,player_assists,3.5,115.0,betmgm,0.46511627906976744,-120.0,bovada,0.5454545454545454,1.0105708245243128,-1.0460251046024993,False,,,,,,,Don't bet - bookmaker has edge,Miami Heat @ Philadelphia 76ers,2025-11-23T18:10:00Z,8
Brandon Ingram,player_assists,3.5,-165.0,bovada,0.6226415094339622,130.0,betmgm,0.43478260869565216,1.0574241181296145,-5.430566330488751,False,,,,,,,Don't bet - bookmaker has edge,Brooklyn Nets @ Toronto Raptors,2025-11-23T23:10:00Z,2
Brandon Ingram,player_assists,4.5,130.0,bovada,0.43478260869565216,-131.0,draftkings,0.5670995670995671,1.0018821757952192,-0.18786398647379077,False,,,,,,,Don't bet - bookmaker has edge,Brooklyn Nets @ Toronto Raptors,2025-11-23T23:10:00Z,7
Brandon Miller,player_assists,2.5,-114.0,betonlineag,0.5327102803738317,104.0,betrivers,0.49019607843137253,1.0229063588052043,-2.2393407380867036,False,,,,,,,Don't bet - bookmaker has edge,Charlotte Hornets @ Atlanta Hawks,2025-11-23T23:10:00Z,6
