game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_luck,home_luck,away_prior_luck,home_prior_luck,away_luck_cat,home_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
13bdffda97e8fb13179fe3f2f69d66f8,2025-11-07 01:15:00+00:00,10,LV,DEN,9.0,9.0,7.5+,False,True,7,10,-3,True,False,-6.699999999999999,-7.199999999999999,3.8000000000000007,-0.6999999999999993,Lucky,Neutral,Lucky vs Neutral,Thu 2025-11-06 20:15 ET,False,n/a,n/a,n/a
21f47a328fb2ab65c01360a7a2bd9571,2025-11-09 18:00:00+00:00,10,NO,CAR,5.5,5.5,3.5-7,False,True,17,7,10,True,False,-3.1000000000000014,-6.800000000000001,-2.0,-4.199999999999999,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
2710103fe4fb0170ae03b4e34bde8132,2025-11-09 21:25:00+00:00,10,LAR,SF,-6.0,6.0,3.5-7,True,False,42,26,16,True,False,6.200000000000003,-0.8000000000000007,2.1999999999999997,5.300000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-09 16:25 ET,False,n/a,n/a,n/a
349d53a4f89591312ea528e81b786474,2025-11-10 01:20:00+00:00,10,PIT,LAC,2.5,2.5,0-3,False,True,10,25,-15,False,True,-4.1,3.0,4.699999999999999,-0.3000000000000007,Lucky,Neutral,Lucky vs Neutral,Sun 2025-11-09 20:20 ET,False,n/a,n/a,n/a
39e7c1f6e36d5bc4d2613ebf7bb83c10,2025-11-09 18:00:00+00:00,10,NE,TB,2.5,2.5,0-3,False,True,28,23,5,True,False,5.100000000000001,-2.3999999999999986,2.0,7.800000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
3b1a97366685a96e6e1940ae56cc4d31,2025-11-09 18:00:00+00:00,10,NYG,CHI,4.5,4.5,3.5-7,False,True,20,24,-4,True,False,-0.5,-3.1000000000000014,0.0,10.5,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
3c10bc18680995136017c3bfd3152334,2025-11-09 18:00:00+00:00,10,BUF,MIA,-8.0,8.0,7.5+,True,False,13,30,-17,False,True,-8.100000000000001,7.800000000000001,-1.1999999999999993,-10.9,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
42473c1ddf8f424069ff3f264dd8dca4,2025-11-09 14:35:08+00:00,10,ATL,IND,2.5,2.5,0-3,False,True,25,31,-6,False,True,-0.3000000000000007,1.1999999999999993,3.899999999999999,-4.300000000000001,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-11-09 09:35 ET,True,IND,-2.5,"IND unlucky (-4.3), ATL lucky (+3.9)"
438868ff90501a1fe9a0fbecbee9dc12,2025-11-11 01:15:00+00:00,10,PHI,GB,1.0,1.0,0-3,False,True,10,7,3,True,False,-2.9000000000000004,-8.9,11.2,-7.800000000000001,Lucky,Unlucky,Lucky vs Unlucky,Mon 2025-11-10 20:15 ET,True,GB,-1.0,"GB unlucky (-7.8), PHI lucky (+11.2)"
740b843794cc89176c4ffe38b66d30d9,2025-11-09 21:05:00+00:00,10,ARI,SEA,7.0,7.0,3.5-7,False,True,22,44,-22,False,True,1.6999999999999993,13.3,4.600000000000001,2.799999999999997,Lucky,Neutral,Lucky vs Neutral,Sun 2025-11-09 16:05 ET,False,n/a,n/a,n/a
844b89333f293f055f8e0c147fb9fec5,2025-11-09 18:00:00+00:00,10,CLE,NYJ,-2.0,2.0,0-3,True,False,20,27,-7,False,True,5.4,17.3,0.1999999999999993,6.100000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
93365f943b3aa23705bc9e1c7b47d7f8,2025-11-09 21:25:00+00:00,10,DET,WAS,-8.0,8.0,7.5+,True,False,44,22,22,True,False,10.700000000000005,1.5,6.100000000000001,-4.100000000000001,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-11-09 16:25 ET,True,WAS,8.0,"WAS unlucky (-4.1), DET lucky (+6.1)"
9900b89c4776c5b47dd26ca4c755edf9,2025-11-09 18:00:00+00:00,10,BAL,MIN,-4.5,4.5,3.5-7,True,False,27,19,8,True,False,-0.6000000000000014,-1.6999999999999993,0.5,7.0,Neutral,Lucky,Neutral vs Lucky,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
9dbf94f23521c7cae7fd89b2d33fc3bd,2025-11-09 18:00:00+00:00,10,JAX,HOU,0.5,0.5,0-3,False,True,29,36,-7,False,True,13.2,11.2,4.300000000000001,-0.5999999999999996,Lucky,Neutral,Lucky vs Neutral,Sun 2025-11-09 13:00 ET,False,n/a,n/a,n/a
