timestamp,num_bookmakers,num_teams,avg_vig_pct,min_vig_pct,max_vig_pct,best_bookmaker,worst_bookmaker
2026-01-08 13:07:18,5,106,44.934206893471455,37.69949165737536,54.71774814648265,fanduel,betrivers
