player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Dylan Harper,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,3.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,-104.0,-122.0
Cam Thomas,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,4.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,-104.0,-122.0
Nicolas Claxton,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,2.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,-146.0,114.0
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,6.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,102.0,-130.0
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,3.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,-128.0,100.0
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,2.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,126.0,-162.0
Devin Vassell,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_assists,3.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:28Z,124.0,-160.0
Nicolas Claxton,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_blocks,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,138.0,-186.0
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_blocks,3.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-162.0,122.0
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Nicolas Claxton,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Keldon Johnson,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Cam Thomas,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Devin Vassell,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Dylan Harper,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_double_double,,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,,
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_points,17.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-115.0,-111.0
Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_points,9.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-125.0,-102.0
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_points,19.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,102.0,-130.0
Keldon Johnson,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_points,11.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-102.0,-125.0
