player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Brandon Ingram,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,3.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-158.0,118.0
Immanuel Quickley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,6.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,120.0,-160.0
Jamal Shead,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,4.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-168.0,126.0
Evan Mobley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,3.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-160.0,120.0
Scottie Barnes,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,4.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-140.0,106.0
Donovan Mitchell,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_assists,5.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-132.0,100.0
Evan Mobley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_blocks,1.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:54:48Z,-122.0,-108.0
Scottie Barnes,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_blocks,1.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:54:48Z,-106.0,-125.0
Evan Mobley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Scottie Barnes,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Jarrett Allen,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Donovan Mitchell,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Immanuel Quickley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Brandon Ingram,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Jamal Shead,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
De'Andre Hunter,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_double_double,,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,,
Brandon Ingram,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_points,21.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-112.0,-118.0
Immanuel Quickley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_points,15.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-130.0,-102.0
Jarrett Allen,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_points,13.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-122.0,-108.0
Donovan Mitchell,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_points,29.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-114.0,-114.0
Evan Mobley,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,player_points,19.5,fanduel,2025-11-24T14:55:18Z,2025-11-24T14:56:00Z,-110.0,-120.0
