player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-120.0,-110.0
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,148.0,-200.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,5.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-106.0,-125.0
Darius Garland,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,6.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,100.0,-132.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,142.0,-192.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,6.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-154.0,116.0
Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-104.0,-128.0
Lonzo Ball,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,4.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,134.0,-180.0
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,5.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,114.0,-152.0
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_blocks,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,108.0,-144.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_blocks,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,108.0,-144.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Jarrett Allen,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Darius Garland,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
De'Andre Hunter,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Jaylon Tyson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_double_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,17.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-120.0,-110.0
Zaccharie Risacher,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,10.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-106.0,-125.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,18.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-118.0,-112.0
De'Andre Hunter,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,16.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-102.0,-130.0
Darius Garland,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,16.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-112.0,-118.0
Vit Krejci,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,7.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-110.0,-120.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,28.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-118.0,-112.0
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,13.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,100.0,-132.0
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,18.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-125.0,-106.0
Jarrett Allen,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,14.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,104.0,-138.0
Jaylon Tyson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,7.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-114.0,-114.0
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,10.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-128.0,-104.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points,21.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,102.0,-136.0
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,21.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-114.0,-114.0
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,31.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-118.0,-112.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,37.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-118.0,-112.0
Darius Garland,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,25.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-114.0,-114.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,38.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-122.0,-108.0
De'Andre Hunter,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,23.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-104.0,-128.0
Lonzo Ball,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,13.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-114.0,-114.0
Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,24.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-125.0,-106.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,28.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-112.0,-118.0
Jarrett Allen,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,24.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-108.0,-122.0
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_points_rebounds_assists,22.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-112.0,-118.0
De'Andre Hunter,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,4.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-102.0,-130.0
Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,110.0,-146.0
Jaylon Tyson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-136.0,102.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,9.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-114.0,-114.0
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,6.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,124.0,-166.0
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,9.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,114.0,-152.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,6.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,100.0,-132.0
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,5.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-158.0,118.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,4.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-110.0,-120.0
Zaccharie Risacher,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-182.0,136.0
Jarrett Allen,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,8.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,118.0,-158.0
Lonzo Ball,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_rebounds,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-125.0,-106.0
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_steals,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-102.0,-130.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_steals,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,178.0,-245.0
Darius Garland,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,124.0,-166.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,162.0,-220.0
Vit Krejci,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-146.0,110.0
Zaccharie Risacher,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,102.0,-136.0
De'Andre Hunter,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,110.0,-146.0
Jaylon Tyson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,118.0,-158.0
Donovan Mitchell,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,3.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-138.0,104.0
Luke Kennard,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,164.0,-225.0
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,128.0,-172.0
Kristaps Porzingis,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,-136.0,102.0
Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,2.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,140.0,-188.0
Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_threes,1.5,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,178.0,-245.0
Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_triple_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_triple_double,,fanduel,2025-11-28T14:55:19Z,2025-11-28T14:55:48Z,,
Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,1.5,betrivers,2025-11-28T14:55:00Z,2025-11-28T14:56:22Z,-200.0,148.0
Jarrett Allen,Cleveland Cavaliers @ Atlanta Hawks,2025-11-29T00:40:00Z,player_assists,1.5,betrivers,2025-11-28T14:55:00Z,2025-11-28T14:56:22Z,-167.0,125.0
