player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
LaMelo Ball,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,7.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,108.0,-140.0
Cam Thomas,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,4.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,116.0,-150.0
Miles Bridges,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,3.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,-118.0,-110.0
Collin Sexton,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,3.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,-101.0,-128.0
Brandon Miller,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,3.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,110.0,-142.0
Terance Mann,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,1.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,-194.0,148.0
Michael Porter Jr,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_assists,1.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,-111.0,-116.0
Nicolas Claxton,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_blocks,1.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,133.0,-178.0
Miles Bridges,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_blocks,0.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,-133.0,100.0
Michael Porter Jr,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_blocks,0.5,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,113.0,-150.0
LaMelo Ball,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_double_double,,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,,
Nicolas Claxton,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_double_double,,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,,
Miles Bridges,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_double_double,,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,,
Michael Porter Jr,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_double_double,,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,,
Moussa Diabate,Brooklyn Nets @ Charlotte Hornets,2025-10-22T23:10:00Z,player_double_double,,draftkings,2025-10-22T14:55:02Z,2025-10-22T14:55:52Z,,
