player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Alperen Sengun,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,6.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-132.0,100.0
Giannis Antetokounmpo,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,6.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-124.0,-106.0
Amen Thompson,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,5.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-102.0,-129.0
Ryan Rollins,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,4.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-119.0,-111.0
Cole Anthony,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,4.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,110.0,-144.0
Kevin Durant,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_assists,3.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,110.0,-145.0
Myles Turner,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_blocks,1.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-167.0,125.0
Giannis Antetokounmpo,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_blocks,0.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-217.0,161.0
Kevin Durant,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_blocks,0.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-108.0,-123.0
Amen Thompson,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_blocks,0.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,100.0,-132.0
Alperen Sengun,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_blocks,0.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,132.0,-176.0
Giannis Antetokounmpo,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Alperen Sengun,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Amen Thompson,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Jabari Smith Jr,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Myles Turner,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Kevin Durant,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Tari Eason,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Ryan Rollins,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Cole Anthony,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_double_double,,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,,
Giannis Antetokounmpo,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,29.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-122.0,-104.0
Kevin Durant,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,25.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-121.0,-105.0
Alperen Sengun,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,20.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-113.0,-113.0
Amen Thompson,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,16.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-118.0,-108.0
Jabari Smith Jr,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,13.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,101.0,-129.0
Ryan Rollins,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,12.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-120.0,-106.0
Myles Turner,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,12.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-106.0,-120.0
Tari Eason,Houston Rockets @ Milwaukee Bucks,2025-11-09T20:30:00Z,player_points,11.5,draftkings,2025-11-09T14:55:21Z,2025-11-09T14:55:30Z,-122.0,-105.0
