player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
VJ Edgecombe,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,5.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,128.0,-172.0
Quentin Grimes,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,3.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-144.0,108.0
Kyshawn George,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,3.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-174.0,130.0
Khris Middleton,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,3.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,108.0,-144.0
Joel Embiid,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,3.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,100.0,-132.0
Tyrese Maxey,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,7.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,120.0,-160.0
C.J. McCollum,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,4.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,116.0,-154.0
Carlton Carrington,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,4.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,134.0,-180.0
Alex Sarr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_assists,2.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-158.0,118.0
Joel Embiid,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_blocks,0.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:15Z,-174.0,130.0
Alex Sarr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_blocks,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:15Z,100.0,-132.0
